instrs,symbol,has_jal,has_lui_or_gp,has_gte
18,SPCHNFS_C_D_IN_PURS_PERP_AIRBORN,1,0,0
18,SPCHNFS_C_D_REQ_RDBLK,1,0,0
18,SPCHNFS_C_D_REQ_SPBLT,1,0,0
18,SPCHNFS_C_P_BULLHORN_SPEECH,1,0,0
18,SPCHNFS_C_P_FALSE_ARREST_BULLHORN,1,0,0
18,SPCHNFS_D_A_CONFIRM,1,0,0
18,SPCHNFS_D_C_IN_PURS_NEAR_PERP,1,0,0
18,SPCHNFS_D_C_RDBLK_SPBLT_DENIED_REPLY,1,0,0
18,SPCHNFS_S_C_SUPER_COP_ARRIVAL,1,0,0
18,SPCHNFS_S_C_SUPER_COP_CRITICISM,1,0,0
18,SPCH_ClearEventQueue,0,1,0
18,STREAM_buffersize,1,0,0
18,Texture_DeInitPaletteSharing__Fv,1,1,0
18,Track_MakeTrackDataPathName__FPc,1,1,0
18,Track_MakeTrackPathName__FPc,1,1,0
18,Udff_GetBuffer__FP10Udff_tInfoPci,1,0,0
18,__14AIDataRecord_t26AIDataRecord_WhichRecord_tPc,1,1,0
18,__16AIHigh_BasicPerpP8Car_tObj,1,1,0
18,__32tPMenuItemLeftRightSliderIndexedUiPicPc,1,1,0
18,___11SaveSurface,1,0,0
18,func_800ED1F8,1,0,0
18,func_800ED2F0,1,0,0
18,func_800EF2C0,0,1,0
18,func_8010C0A8,1,1,0
18,iSNDdivu64,0,0,0
18,iSPCH_SaveChosenSentence,0,1,0
18,loadbigfileheader,1,1,0
18,loadfileadr,1,1,0
18,loadfileatadr,1,1,0
18,nfs2eacinit__Fv,1,0,0
18,vramimage,1,1,0
19,AIPerson_LoadGridAndSetPersonalityIndexes__Fv,0,1,0
19,AIPhysic_CalcDeceleration__FP8Car_tObj,0,1,0
19,AI_ChooseNewLaneSlack__FP8Car_tObj,0,1,0
19,AI_WorldAvoidance__FP8Car_tObj,1,0,0
19,Alloc__9SimpleMemii,0,0,0
19,AudioMus_Buffered__Fv,0,1,0
19,CD_initintr,1,1,0
19,CarIO_ReStart__Fv,1,1,0
19,Debounce__6tPMenu,1,0,0
19,Draw__32tPMenuItemLeftRightSliderIndexedb,1,0,0
19,Fog_AllocKey__Fv,0,1,0
19,Paths_StartUp__Fv,0,1,0
19,Platform_ReserveMemory__FiPc,0,1,0
19,ProcessInput__32tPMenuItemLeftRightSliderIndexedR13tInputKeyTypeR13tPMenuCommand,1,0,0
19,Render_CreatePauseMenuViews__Fv,1,1,0
19,Render_RenderPlayerView__Fii,1,1,0
19,SNDSYS_vectortoreal,1,1,0
19,SPCHNFS_C_C_NEW_OFFICER_ENGAGING,1,0,0
19,SPCHNFS_D_C_PERP_LOST_CONFIRM,1,0,0
19,SPCHNFS_D_C_PERP_SIGHTED_CONFIRM,1,0,0
19,TextSys_LoadInGame__Fi,1,1,0
19,UpdateWingmanRole__19AIHigh_BTC_HumanCop12Wingman_Role,0,0,0
19,__10AIHigh_CopP8Car_tObji,1,1,0
19,__18AIHigh_BTC_WingmanP8Car_tObji,1,1,0
19,__6tPMenuP10tPMenuIteme,1,1,0
19,func_8005F62C,1,1,0
19,func_80061378,1,1,0
19,func_80072758,1,1,0
19,func_800F0B74,0,0,0
19,iSNDpvtolrv,0,0,0
19,iSPCH_TestSubBankBounds,0,1,0
19,startIntrDMA,1,1,0
19,tPMenuConstructor__6tPMenuP10tPMenuItemPv,0,0,0
19,timedwait,1,0,0
20,AICop_Restart__Fv,1,1,0
20,AIPhysic_DeInitCar__FP8Car_tObj,1,0,0
20,AI_TargetLane__FP8Car_tObji,0,1,0
20,AI_TrafficCleanUp__Fv,1,1,0
20,AudioCmn_GetTimePhrase__Fi,0,1,0
20,AudioCmn_SetLevels__Fv,0,1,0
20,CopSpeak_Flush__Fv,0,1,0
20,Execute__14AIState_Normal,1,0,0
20,FILE_overhead,0,0,0
20,Fog_MakeTrackPathName__FPc,1,1,0
20,Font_DeInit__Fv,1,1,0
20,HrzSetPsxTranslation__FP8coorddef,0,0,0
20,Hud_Kill__Fv,1,1,0
20,MemCardStart,1,1,0
20,NumEnabledItems__6tPMenu,0,0,0
20,PAD_state,1,1,0
20,PadSetAct,1,1,0
20,R3DCar_Showroom__FP13DRender_tView,1,1,0
20,SNDPKTPLAY_framesoutstanding,1,1,0
20,SNDgetlimits,0,1,0
20,SNDover,1,1,0
20,SNDplaysetdef,0,0,0
20,SPCHNFS_D_C_INTRO_CALL,1,0,0
20,STREAM_setpriority,1,0,0
20,SaveAndPurge__14AIDataRecord_t,1,0,0
20,Setup__14AIDataRecord_t,1,0,0
20,TextValue__14tPListIterator7tPlayer,1,0,0
20,TextValue__21tPListIteratorIndexed7tPlayer,1,0,0
20,Track_GetProperMultiPalShapeIndex__Fii,0,1,0
20,TrsProj_SetPsxTrans__FP8coorddef,0,0,0
20,___17AIHigh_BTC_AIPerp,1,1,0
20,_comp_mant,0,0,0
20,func_800FC5E4,0,0,0
20,iSPCH_BindData,0,1,0
20,iSPCH_CheckTemplateSample,1,0,0
20,largestunused,1,1,0
20,memcmp,0,0,0
21,AILife_SetInitialSlicePositionOrientationEtc__FP8Car_tObj,1,1,0
21,AIPhysic_ProcessBarrierCollision__FP8Car_tObj,1,1,0
21,AIWorld_IsDriveableLane__Fii,0,1,0
21,AI_GenericCycle__FP8Car_tObj,1,0,0
21,AddChaser__16AIHigh_BasicPerpii7copType,1,0,0
21,AudList_LoadAudioFile__Fi,1,1,0
21,BWorldSm_SetSlice__FiP12BWorldSm_Pos,0,1,0
21,BWorld_IsSliceInBuildList__Fi,0,1,0
21,FILE_closesync,1,0,0
21,FILE_delbigsync,1,0,0
21,FILE_sizesync,1,0,0
21,Fog_CheckRange__FiP6FogKey,0,0,0
21,LoadFrontendOverlay__Fv,1,1,0
21,Math_DistXZ__FP8coorddefT0,0,0,0
21,NFS3_CheckForFileOperations__Fv,0,1,0
21,Object_GetObjDefID__Fi,0,1,0
21,PAD_restore,1,1,0
21,R3DCar_TurnHeadLightOff__FP8Car_tObji,0,0,0
21,ResetClearTrafficToPurgatory__19AIHigh_BTC_HumanCop,0,1,0
21,SNDPKTPLAY_destroy,1,1,0
21,SNDPKTPLAY_submitspace,0,1,0
21,SPCHNFS_C_A_CONFIRM,1,0,0
21,SPCHNFS_C_D_DURING_FALSE_ARREST,1,0,0
21,SPCHNFS_C_D_IN_PURS_NEAR_PERP_REP_SPD,1,0,0
21,SPCHNFS_C_D_PERP_APPREHENSION,1,0,0
21,SPCHNFS_C_D_REQUEST_EMS,1,0,0
21,SPCHNFS_C_P_ARRESTED,1,0,0
21,SPCHNFS_C_P_TICKET,1,0,0
21,SPCHNFS_C_P_WARNING,1,0,0
21,SPCHNFS_D_C_RDBLK_CONFIRMED,1,0,0
21,SPCHNFS_D_C_RDBLK_SPBLT_GRANT_REPLY,1,0,0
21,SPCH_Deinit,1,1,0
21,SetDrawMode,1,0,0
21,Stats_GetNumOpponents__Fv,0,1,0
21,Stats_GetPosition__FP8Car_tObj,0,1,0
21,TrsProj_SetViewTrsProjEnviro__FP13DRender_tView,1,1,0
21,Udff_Close__FP10Udff_tInfo,1,0,0
21,__17AIState_GotoSliceP8Car_tObjii,1,1,0
21,__24tPMenuItemGoToMenuButtonUiP6tPMenuPFR13tPMenuCommand_v,1,1,0
21,__25tPMenuItemLeftRightSliderUiPic,1,1,0
21,fixedsqrt,0,1,0
21,func_8005C414,0,1,0
21,func_800B75F8,0,1,0
21,func_800FC11C,0,0,0
21,func_80105DD8,0,0,0
21,iSNDbankalloc,0,1,0
21,iSPCH_CheckBankBit,1,0,0
21,iSPCH_Rand,1,1,0
21,readsectorB,0,1,0
22,AIPhysic_GetRearEndDamageFactor__FP8Car_tObj,1,1,0
22,AIPhysic_ModifyAccelerationAccordingToScript__FP8Car_tObji,1,0,0
22,AITune_GetOneWay__Fv,0,1,0
22,AIWorld_SplineDistance__FP8Car_tObjT0,1,1,0
22,BWorldSm_TunnelFlagSm__FP12BWorldSm_Pos,0,1,0
22,Camera_IslandProfile__FUs,0,0,0
22,ClearTrafficToPurgatory__19AIHigh_BTC_HumanCop,0,1,0
22,FILE_atomic,1,1,0
22,FILE_opstatus,0,1,0
22,HighExecute__20AIHigh_BTC_HumanPerp,1,0,0
22,Hud_Init0__Fv,1,1,0
22,Hud_Reset__Fv,0,1,0
22,Nfs2_BefuddleCode__Fv,1,1,0
22,Object_FindDefWithThisID__Fi,0,1,0
22,Physics_TestForBarrierCollision__FP8Car_tObj,1,0,0
22,Render_RenderPauseMenuView__Fv,1,1,0
22,SPCHNFS_C_A_INTRO,1,0,0
22,SPCHNFS_C_C_IN_PURS_NEAR_PERP,1,0,0
22,SPCHNFS_C_D_RDBLK_FAILED,1,0,0
22,SPCHNFS_C_D_SPBLT_FAILED,1,0,0
22,SPCHNFS_D_C_PERP_APPREHENSION_REPLY,1,0,0
22,SPCH_InitBankMem,1,1,0
22,Texture_InitTrackTexture__Fv,1,1,0
22,__14AIState_NormalP8Car_tObj,1,1,0
22,___12AIState_Idle,1,1,0
22,___14AIDataRecord_t,1,1,0
22,func_800F0B1C,0,0,0
22,func_800FC850,1,1,0
22,getshapeclut,0,0,0
22,iSNDatolrv,1,0,0
22,iSNDplatformoutputcaps,0,1,0
22,iSPCH_GetFreeBank,0,1,0
22,make64,0,0,0
22,startIntrVSync,1,1,0
23,AIInit_LoadConfigs__Fv,1,1,0
23,AIWorld_CalcLateralVelocity__FP8Car_tObj,1,0,0
23,AIWorld_SplineDistance__FP8Car_tObjiP8coorddef,1,1,0
23,AudioMus_InitDriverGlobals__Fv,0,1,0
23,AudioTrk_StartUp__Fv,1,1,0
23,Audio_CleanUp__Fv,1,1,0
23,Audio_DeInitDriver__Fv,1,1,0
23,BWorld_DeInit__Fv,1,1,0
23,BWorld_Restart__Fv,1,1,0
23,ClearPlatformPrimitivesBuffer__Fv,1,1,0
23,Clock_SystemStartUp__Fv,1,1,0
23,Draw_SetEnvironment__Fiiiiiiii,1,0,0
23,Force_IsForceOn__FP8Car_tObj,0,1,0
23,Input_Gear__Fci,0,1,0
23,Night_InitCopLightColors__Fv,1,1,0
23,Night_InitPlayerHeadLightColor__Fi,1,1,0
23,R3DCar_GetFileName__FPcN20,1,1,0
23,SNDSTRM_getvol,1,1,0
23,SNDSTRM_setgreedylevel,1,1,0
23,SNDSTRM_setgreedystate,1,1,0
23,SPCHNFS_D_C_BKUP_REQUEST_GRANT_REPLY,1,0,0
23,STREAM_isendofstream,1,0,0
23,Weather_BuildWeather__FP13DRender_tView,1,1,0
23,allocmutex,0,1,0
23,closefile,1,1,0
23,delsystemtask,0,1,0
23,func_800F0BF4,0,1,0
23,func_800F0D24,1,0,0
23,func_800FC1F4,0,1,0
23,getblockname,1,0,0
23,iSPCH_ConvertTime,0,1,0
23,randrange,1,1,0
24,AICop_CleanUp__Fv,1,1,0
24,AudioClc_HonkHorn__FP8Car_tObjiii,0,1,0
24,AudioCmn_MusicLevel__Fi,0,0,0
24,BWorld_SetSimSlice__FP12BWorldSm_Pos,0,1,0
24,CreateLiteGroupDataSize__15SerializedGroupP15SerializedGroupP9SimpleMemi,1,0,0
24,Draw_CircleClip__FP8coorddefT0i,0,0,0
24,Draw_SetViewColor__Fiiii,0,1,0
24,FinishArrest__14AIHigh_BTC_CopP15AIHigh_BTC_Perp,1,0,0
24,LoadImage,1,1,0
24,Netwon_CheckForBadQuad__FP13BO_tNewtonObjP12BWorldSm_Posi,0,1,0
24,Nfs2_ResetGame__Fv,1,0,0
24,Object_DeInitCustomObjects__Fv,1,1,0
24,ProcessInput__23tPMenuItemCommandButtonR13tInputKeyTypeR13tPMenuCommand,1,0,0
24,R3DCar_TurnHeadLightOn__FP8Car_tObji,0,0,0
24,SNDSTRM_vol,1,1,0
24,SNDpitchbend,1,1,0
24,SNDvol,1,1,0
24,SPCHNFS_C_D_IN_PURS_LOOK_PERP_REPLY_STS,1,0,0
24,SPCHNFS_C_D_IN_PURS_NEAR_PERP_REP_LOC,1,0,0
24,SPCHNFS_W_D_RDBLK_PLC,1,0,0
24,STREAM_setgreedystate,1,0,0
24,SetDesiredSpeed__19AIHigh_BTC_HumanCop,1,0,0
24,SetDrawMove,0,1,0
24,Souffle_CircleClip__FP8coorddefT0i,0,0,0
24,StClearRing,1,1,0
24,StoreImage,1,1,0
24,Texture_CleanupMenuTexture__Fv,1,1,0
24,Texture_CopyPalette__FPciii,0,1,0
24,Texture_MenuReleaseClutId__Fs,0,1,0
24,TrackSpec_Load__Fii,1,1,0
24,Weather_InitRain__Fv,0,1,0
24,Weather_InitSnow__Fv,0,1,0
24,addexit,0,1,0
24,addtimer,0,1,0
24,func_800D2A44,1,0,0
24,func_800F9C44,1,1,0
24,func_80105E2C,1,1,0
24,iSNDpacketfreeframes,1,1,0
24,locateshape,0,0,0
24,locateshapez,0,0,0
24,setasyncfile,1,1,0
25,AILife_EvaluateLife__FP8Car_tObj,1,0,0
25,AILife_IsCoordInThisVisibleArea__FP8coorddefP8Car_tObj,0,1,0
25,AIPerson_SetPersonalityPointers__Fv,1,1,0
25,AudioMus_RefreshStatus__Fv,1,1,0
25,CalcObjDefPtrs__Fv,0,1,0
25,ClearForNewStage__15AIHigh_BTC_PerpP19AIHigh_BTC_HumanCop,1,0,0
25,CopSpeak_SilenceCop__FP8Car_tObji,1,1,0
25,DashHUD_ResetHUD__Fv,0,1,0
25,Device_SetHardCodedKeys__Fv,0,1,0
25,FREE_find,0,0,0
25,Grant__Q26Speech15DispatchSpeaker,1,1,0
25,Hud_BTC_Update__FPcib,1,1,0
25,MEM_tailsize,1,1,0
25,Nfs2_SystemNLibStartUp__Fv,1,1,0
25,PauseMenu_MenuText__FsbT1,1,0,0
25,Save__11SaveSurfaceP14Trk_NewSimQuad,0,0,0
25,___14AIState_Donuts,1,1,0
25,filesizeatomic,1,0,0
25,fixedxformx,1,1,0
25,fixedxformy,1,1,0
25,fixedxformz,1,1,0
25,func_800F5254,1,0,0
25,func_800FC4E4,0,0,0
25,getfilesize,1,1,0
25,iSNDplatformcdpanvol,1,1,0
25,iSNDtimeremaining,0,1,0
25,iSPCH_ClearCycleBit,1,0,0
25,shapetype,0,1,0
25,xformy,1,1,0
26,AIInit_InitAICar2__FP8Car_tObj,1,0,0
26,AISpeeds_GetScriptFactor__FP8Car_tObj,1,1,0
26,AIWorld_ApxSplineDistance__Fii,0,1,0
26,CarIO_ReleaseCarCluts__FP8Car_tObj,1,1,0
26,Cars_InitStats__FP8Car_tObj,0,0,0
26,Cars_ResetVariablesAfterACollision__FP8Car_tObj,1,0,0
26,ClearPrimitivesBuffer__Fv,1,1,0
26,CopSpeak_RadioStaticSquelch__Fv,1,1,0
26,CreateLiteGroup__15SerializedGroupP15SerializedGroupP9SimpleMem,1,0,0
26,Device_PSXPad__FUl,1,1,0
26,DrawSync,1,1,0
26,Execute__17AIState_Purgatory,0,1,0
26,GetTrigger__24AITrigger_TriggerManageriPi,0,1,0
26,MemCardAccept,1,1,0
26,MemCardExist,1,1,0
26,Render_InitBlurMode__Fv,0,1,0
26,Render_KillTrackRender__Fv,1,0,0
26,SNDSTRM_setpriority,1,1,0
26,SNDcdvol,1,1,0
26,SPCHNFS_D_C_BEGIN_PURS_REP_SPDR,1,0,0
26,SPCHNFS_D_C_SPBLT_CONFIRMED,1,0,0
26,SuperCopSirenOn__Fi,1,1,0
26,TrgSfx_AddEnviroEffect__FiiP8coorddefT2,1,1,0
26,__21AIState_RovingTrafficP8Car_tObjP9trigger_t,1,1,0
26,_padSetActAlign,1,1,0
26,decodeshiftjis,1,0,0
26,func_800FDE88,0,0,0
26,func_80104A48,1,1,0
26,getm,0,0,0
26,iSNDstreamparsenumchunks,1,0,0
26,iSNDvalidbank,0,1,0
26,iSPCH_SampleLength,1,1,0
26,iSPCH_ShortRuleStatus,1,0,0
26,intsin,0,1,0
26,typeofbigfile,1,1,0
27,AISpeeds_GetPrevAICar__FP8Car_tObj,0,1,0
27,AIWorld_ApxSplineDistance__FP8Car_tObji,0,1,0
27,CarIO_StartUp__Fv,1,1,0
27,Cars_FindTotalSlice__FP8Car_tObj,0,1,0
27,CdReset,1,0,0
27,CopSpeak_SfxQueued__Fv,0,1,0
27,CopSpeak_Skip__Fv,1,1,0
27,Font_SwitchFont__FPc,1,1,0
27,Hrz_InitHorizon__Fv,1,1,0
27,HudOn__19AIHigh_BTC_HumanCopP15AIHigh_BTC_PerpiP8Car_tObj,1,1,0
27,Increment__14tPListIterator7tPlayer,1,1,0
27,InitCARD,1,0,0
27,InvalidatePersistentCollideBoomObjects__FP5GroupT0,0,1,0
27,LoadOverlay__Fv,1,1,0
27,Object_KillStatus__Fv,1,1,0
27,Promote__Q26Speech7Speaker,1,0,0
27,RestoreAll__11SaveSurface,0,0,0
27,SPCHNFS_D_C_IN_PURS_AWAY_PERP_CONFIRM,1,0,0
27,SPCHNFS_D_C_IN_PURS_NEAR_PERP_CONFIRM,1,0,0
27,STREAM_setgreedylevel,1,0,0
27,Setup__23AIDataRecord_AccTable_t,1,0,0
27,StartUp1__14AIDataRecord_t,1,1,0
27,StartUp2__14AIDataRecord_t,1,1,0
27,Texture_GetClutId__FiPiT1,0,1,0
27,TrgSfx_AddCarSfx__FiP8coorddefiT1,1,1,0
27,UserFuncExecute,1,1,0
27,__10AnimScripti,1,1,0
27,__14AIState_CruiseP8Car_tObj12cruiseMode_ti,1,1,0
27,func_800FC478,0,0,0
27,func_8010658C,1,1,0
27,iSNDgetchan,0,1,0
27,iSPCH_EACseedrandom,0,1,0
27,iSPCH_FindBank,0,1,0
27,shapedepth,0,0,0
28,AIWorld_ApxSplineDistance__FP8Car_tObjT0,0,1,0
28,AssignToPlayer__14AIHigh_BTC_CopP15AIHigh_BTC_Perp,1,0,0
28,AudioClc_SetHorn__FP8Car_tObji,0,1,0
28,CleanUp1__14AIDataRecord_t,1,1,0
28,CountLocations__6Speech,0,1,0
28,DashHUD_CheckWrongWay__Fi,0,1,0
28,Device_Fail__Fi,1,1,0
28,DrawOTag,1,1,0
28,DrawW_AddSubdividPrimGT3__FP8POLY_GT3P12Draw_SVertexN21P25Draw_tGiveShelbyMoreCache,0,0,0
28,FindObjInstanceFromSerialNum__FP5Groupi,0,1,0
28,GetNextTrigger__24AITrigger_TriggerManageri,0,0,0
28,GetPrevTrigger__24AITrigger_TriggerManageri,0,0,0
28,Input_WingCommandMode__Fi,0,1,0
28,LocateGroupType__15SerializedGroupii,0,0,0
28,Newton_CalculateSliceYaw__Fi,1,1,0
28,ReleaseAndStartChase__19AIHigh_BTC_HumanCopP15AIHigh_BTC_Perp,1,1,0
28,SNDSYS_service,1,1,0
28,Sched_CreateNewSchedule__FPci,1,0,0
28,SetFogNear,1,1,0
28,Sfx_BuildFastDisolveFacet__FP17Souffle_tISouffleP10sfxsouffleP12Draw_tPixMapT2,0,0,0
28,StartArrest__14AIHigh_BTC_CopP15AIHigh_BTC_Perp,1,0,0
28,_err_math,1,1,0
28,_mainasu,1,0,0
28,_patch_card2,1,1,0
28,cancelasyncload,1,0,0
28,freeVoiceChannel__Fi,1,1,0
28,iSNDdmcomplete,1,1,0
28,iSPCH_FindEvent,1,1,0
28,initmemadr,1,1,0
28,memmove,0,0,0
28,padinit,1,1,0
28,seedrandom,0,1,0
29,AIInit_StartUp1__Fv,1,1,0
29,AIPhysic_HandleSignalling__FP8Car_tObj,0,1,0
29,AIWorld_CheckForBarrierBetweenLanes__Fiii,0,1,0
29,CD_Getinfo,1,1,0
29,Cars_SetCarUpForHiRezSim__FP8Car_tObj,1,0,0
29,Force_Disable__Fv,1,1,0
29,Night_GenerateNextLightningEvent__Fv,1,1,0
29,SPCHNFS_C_C_PERP_REAQUIRED,1,0,0
29,SPCHNFS_C_D_IN_PURS_AWAY_PERP_REPLY_STS,1,0,0
29,SPCHNFS_C_D_PERP_CRASH_ROLL,1,0,0
29,SPCHNFS_C_D_REQUEST_BKUP,1,0,0
29,Sched_Execute__FP15Sched_tSchedule,1,0,0
29,SetCautionSurface__FP8coorddefP12BWorldSm_Pos,1,1,0
29,Skidmark_InitSkidmark__Fv,1,1,0
29,Weather_ChangeDensityState__Fv,1,1,0
29,___11AIHigh_Base,1,1,0
29,___15AIState_Offroad,1,1,0
29,___21AIState_RovingTraffic,1,1,0
29,bigcount,1,0,0
29,func_800F51C0,1,0,0
29,func_800F9984,1,0,0
29,iSPCH_GetRuleID,1,0,0
29,iSPCH_InitEventQueue,0,1,0
29,iSPCH_SentenceLength,1,1,0
29,quickSirenOn__Fi,1,1,0
29,stricmp,0,0,0
30,AIInit_ClearAICar__FP8Car_tObj,1,0,0
30,AIInit_IsNonStandardCarFile__Fi,0,1,0
30,Anim_GetLastRotPos__FP15Trk_AnimateInstP8coorddefP10matrixtdef,1,0,0
30,AudioEng_LoadDef__FPcT0illPP13AudioEng_tDef,1,0,0
30,AudioMus_SysCleanUp__Fv,1,1,0
30,CarIO_CleanUpLicense__Fi,1,1,0
30,Cars_Randomize__Fv,0,1,0
30,FILE_addbigsync,1,0,0
30,FILE_opensync,1,0,0
30,LocateCreateGroupType__15SerializedGroupiP9SimpleMemi,1,0,0
30,PauseMenu_MenuTextPositioned__Fssss,1,0,0
30,PointDirection__FP8coorddefN20,1,0,0
30,R3DCar_Restart__Fv,0,1,0
30,SNDfxinitbus,1,1,0
30,SNDstopall,1,1,0
30,SPCHNFS_W_D_SPBLT_PLC,1,0,0
30,SetTuningLevers__10AIHigh_Cop,0,1,0
30,Texture_AddSharedPalette__FPcP12Draw_tPixMapi,0,1,0
30,Texture_GetTranslucencyMode__FP8shapetbl,0,0,0
30,UnleashIfInRange__15AIState_OffroadP8Car_tObj,1,1,0
30,Weather_ChangeIntensityState__Fv,1,1,0
30,func_80092464,1,1,0
30,func_800F2DF8,1,1,0
30,func_800FC400,0,1,0
30,scalematrix,1,0,0
30,sizeofbigfileheader,1,0,0
30,stopreadfile,1,1,0
31,AIPhysic_ProcessCollision__FP8Car_tObj,1,1,0
31,AISpeeds_SetTrafficSpeedRandomFactor__FP8Car_tObj,0,1,0
31,AudioMus_DriverCleanUp__Fv,1,1,0
31,AudioMus_Fail__Fi,1,1,0
31,Cars_QDUpdateVelGlue__FP8Car_tObj,0,0,0
31,CopSpeak_InitVars__Fv,1,1,0
31,DecDCTin,1,1,0
31,Draw_InitViewOTInGame__Fv,1,1,0
31,Night_SetWeatherColors__Fi,1,1,0
31,Render_StartRenderingWorldView__Fi,1,1,0
31,SPCHNFS_C_D_IN_PURS_LOOK_PERP_REPLY_LOC,1,0,0
31,SPCHNFS_C_D_IN_PURS_NEAR_PERP_REP_STS,1,0,0
31,TestForRelease__17AIState_Purgatory,0,1,0
31,Texture_InitPaletteSharing__Fv,1,1,0
31,UserFuncOpen,1,1,0
31,Weather_Restart__Fv,1,1,0
31,func_800E8940,1,0,0
31,iSNDpsxmemconstrain,0,1,0
31,iSNDremovepatches,1,0,0
31,stup1,1,1,0
31,writefile,1,1,0
32,AIInit_DeInitAICar__FP8Car_tObj,1,0,0
32,Anim_FreeHandle__Fi,1,1,0
32,CdPosToInt,0,0,0
32,DrawW_kCtrlWorld_High__FP25Draw_tGiveShelbyMoreCache,1,0,0
32,FILE_callbackop,1,1,0
32,Night_SetCopLightColors__Fii,1,1,0
32,SNDsetlimits,0,1,0
32,SetDrawArea,1,0,0
32,Sim_FadeInSFX__Fv,0,1,0
32,Skidmark_Stretch__FP16Skidmark_SegmentiP5tSkidP8coorddefP7CVECTORii,1,1,0
32,StUnSetRing,1,1,0
32,TrsProj_SetProjection__Fiiii,1,1,0
32,_ExitCard,1,1,0
32,fixedsin,1,0,0
32,func_800E5830,1,1,0
32,func_800EE9E4,0,1,0
32,iSNDdmservice,1,1,0
32,iSNDresolveheader,0,0,0
33,AILife_IsPositionInAnyVisibleArea__FP8coorddef,1,1,0
33,AILife_IsTrafficCarInAnyLiveArea__FP8Car_tObj,1,1,0
33,Anim_Handle__Fi,1,1,0
33,AudioCmn_LoadBank__FPci,1,1,0
33,AudioMus_Threshold__Fv,0,1,0
33,CdRead2,1,1,0
33,DrawW_GetAnimationTime__FP15Trk_AnimateInst,0,1,0
33,Draw_InitViewOT__Fv,1,1,0
33,FILE_init,1,1,0
33,Night_InitWeatherTables__Fv,1,1,0
33,Night_PauseLightningEffect__Fi,0,1,0
33,Object_InitCustomObjects__Fv,1,1,0
33,Physics_SimCar__FP8Car_tObj,1,0,0
33,SPCH_AddBank,1,1,0
33,SPCH_GetSampleDataRate,0,1,0
33,TextSys_LoadWordsGeneric__FiPc,1,1,0
33,Weather_SetIdentMatrix__Fv,0,0,0
33,__23AIDataRecord_AccTable_tPci26AIDataRecord_WhichRecord_t,1,1,0
33,_padSendAtLoadInfo,1,0,0
33,fixedcos,1,0,0
33,func_800F5530,1,1,0
33,func_800F8E44,1,1,0
33,func_800FC170,1,1,0
33,iSNDleaveaudio,1,1,0
33,iSPCH_BankMemAlloc,1,1,0
33,shapetoclutid,1,0,0
34,AIScript_SubmitPlayerAction__FP10AIScript_ti20AIScript_tPlayActioni,1,0,0
34,AIWorld_CalculateDeltaRoadYaw__FP8Car_tObj,1,1,0
34,AI_AvoidSpikeBelt__FP8Car_tObj,1,1,0
34,AI_CalcBestLineMerits__FP8Car_tObj,1,1,0
34,Anim_Restart__Fv,1,1,0
34,AudioClc_CalcDistance__FP17DRender_tCalcViewP8coorddef,0,0,0
34,AudioCmn_PlayFESFXVol__Fii,1,1,0
34,AudioCmn_RemoveAsyncSfx__Fi,1,1,0
34,AudioMus_BuildPlayList__FiPi,0,1,0
34,AudioMus_SetEntry__FP19AudioMus_tSongEntry,0,0,0
34,BworldSm_UpdateSimQuad__FP12BWorldSm_Pos,0,1,0
34,Camera_Kill__Fv,1,1,0
34,Camera_LookBack__FP10matrixtdefT0,0,0,0
34,DrawW_CalcSubdivision__FP25Draw_tGiveShelbyMoreCacheP12Draw_SVertexN31,0,0,0
34,Draw_DeInitViews__Fv,1,1,0
34,FastRandom_StartUp__FUi,0,1,0
34,Hrz_SetDitheringPrim__Fii,1,1,0
34,InitGeom,1,1,0
34,Night_RestartNightDriving__Fv,1,1,0
34,SNDSTRM_autovol,1,1,0
34,SNDstop,1,1,0
34,SPCHNFS_C_D_PERP_CRASH_GEN,1,0,0
34,SPCHNFS_C_D_PERP_LOST,1,0,0
34,StateExecute__12AIState_Base,1,1,0
34,TrsProj_TransPtN16__FP10RelCoord16P8coorddefi,0,0,1
34,__15AIHigh_BasicCopP8Car_tObji,1,1,0
34,__17AIHigh_BTC_AIPerpP8Car_tObj,1,1,0
34,___13AIState_Chase,1,1,0
34,iSNDgetdata,0,1,0
34,iSNDstreamgetrequestptr,1,0,0
34,iSPCH_SearchEventDat,1,0,0
35,AIHigh_CleanUp__Fv,1,1,0
35,AISpeeds_RandomizeTrafficSpeed__FP8Car_tObji,0,1,0
35,AI_ChooseBestLane__FP8Car_tObj,0,1,0
35,AssignToPlayer__10AIHigh_CopP13AIHigh_Player,1,0,0
35,AudioCmn_UnPause__Fv,1,1,0
35,CalculateCloseTargettingAheadSlowDownFactor__13AIState_Chase,0,1,0
35,Camera_SetAboveGround__FiP8coorddef,1,1,0
35,DrawW_AddSubdividPrimGT4__FP8POLY_GT4P12Draw_SVertexN31P25Draw_tGiveShelbyMoreCache,0,0,0
35,Font_Getcharacter__Fi,1,1,0
35,Hud_FBuildGT4__FP13HudPmx_tShapeiiUl,1,1,0
35,Increment__21tPListIteratorIndexed7tPlayer,1,1,0
35,Input_Store__Fv,1,1,0
35,MemCardFormat,1,1,0
35,Newton_UpdateRoadInfo__FP13BO_tNewtonObj,1,0,0
