class,REAL,RELOP,reloc,words,G,extra_flags,shim,unit,tu,fn,oracle_dir,symsrc,tail_pad,note
REAL0_RELOC_ONLY,0,0,2,3,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,SPCH_SetPreLoadTicks,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,21,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_CheckBankBit,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,20,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_CheckTemplateSample,main,xdef,0,
REAL0_RELOC_ONLY,0,0,7,68,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_ChooseSamples,main,xdef,0,
REAL0_RELOC_ONLY,0,0,14,104,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_ChooseSentence,main,xdef,0,
REAL0_RELOC_ONLY,0,0,8,45,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_ChooseShortSentence,main,xdef,0,
REAL0_RELOC_ONLY,0,0,2,3,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_ClearChosen,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,25,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_ClearCycleBit,main,xdef,0,
SHIM_MASKED,4,0,14,83,4,,PER_FN_TEXT_MOVES,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_ConstantRuleSet,main,xdef,0,
REAL0_RELOC_ONLY,0,0,2,23,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_ConvertTime,main,xdef,0,
REAL0_CLEAN,0,0,0,9,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_GetBankBits,main,xdef,0,
REAL0_RELOC_ONLY,0,0,9,69,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_GetPhraseBank,main,xdef,0,
REAL0_RELOC_ONLY,0,0,4,44,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_IterateChoice,main,xdef,0,
REAL0_RELOC_ONLY,0,0,14,82,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_MakeSampleRequests,main,xdef,0,
REAL0_RELOC_ONLY,0,0,2,65,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_MatchSample,main,xdef,0,
REAL0_RELOC_ONLY,0,0,2,4,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_OneChosen,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,83,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_OrderSentences,main,xdef,0,
REAL0_RELOC_ONLY,0,0,14,40,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_PlayChosen,main,xdef,0,
REAL0_RELOC_ONLY,0,0,6,56,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_RandomizeSentencePicks,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,17,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_RepeatEvent,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,35,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_SampleExists,main,xdef,0,
REAL0_RELOC_ONLY,0,0,5,26,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_SampleLength,main,xdef,0,
REAL0_RELOC_ONLY,0,0,5,18,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_SaveChosenSentence,main,xdef,0,
REAL0_RELOC_ONLY,0,0,10,80,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_SentenceGetChoices,main,xdef,0,
REAL0_RELOC_ONLY,0,0,5,29,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_SentenceLength,main,xdef,0,
REAL0_RELOC_ONLY,0,0,7,43,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_SentenceMakeChoice,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,26,4,,,eaclib/psx/spchpsxz/spchpick,recon/eaclib/psx/spchpsxz/spchpick.c,iSPCH_ShortRuleStatus,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,20,4,,,eaclib/psx/spchpsxz/spchrand,recon/eaclib/psx/spchpsxz/spchrand.c,iSPCH_BindData,main,xdef,0,
REAL0_RELOC_ONLY,0,0,8,64,4,,,eaclib/psx/spchpsxz/spchrand,recon/eaclib/psx/spchpsxz/spchrand.c,iSPCH_EACrandom,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,27,4,,,eaclib/psx/spchpsxz/spchrand,recon/eaclib/psx/spchpsxz/spchrand.c,iSPCH_EACseedrandom,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,21,4,,,eaclib/psx/spchpsxz/spchrand,recon/eaclib/psx/spchpsxz/spchrand.c,iSPCH_Rand,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,8,4,,,eaclib/psx/spchpsxz/spchrslv,recon/eaclib/psx/spchpsxz/spchrslv.c,SPCH_ResolveData,main,xdef,0,
REAL0_CLEAN,0,0,0,3,4,,,eaclib/psx/spchpsxz/spchrule,recon/eaclib/psx/spchpsxz/spchrule.c,VoxSentence_GetNumPhrases,main,local,0,
REAL0_CLEAN,0,0,0,8,4,,,eaclib/psx/spchpsxz/spchrule,recon/eaclib/psx/spchpsxz/spchrule.c,iSPCH_CheckSentenceRules,main,xdef,0,
REAL0_CLEAN,0,0,0,7,4,,,eaclib/psx/spchpsxz/spchrule,recon/eaclib/psx/spchpsxz/spchrule.c,iSPCH_GetOffset16,main,local,0,
REAL0_CLEAN,0,0,0,6,4,,,eaclib/psx/spchpsxz/spchrule,recon/eaclib/psx/spchpsxz/spchrule.c,iSPCH_GetOffset8,main,local,0,
REAL0_CLEAN,0,0,0,6,4,,,eaclib/psx/spchpsxz/spchrule,recon/eaclib/psx/spchpsxz/spchrule.c,iSPCH_GetRuleDataAddr,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,29,4,,,eaclib/psx/spchpsxz/spchrule,recon/eaclib/psx/spchpsxz/spchrule.c,iSPCH_GetRuleID,main,xdef,0,
REAL0_RELOC_ONLY,0,0,7,112,4,,,eaclib/psx/spchpsxz/spchrule,recon/eaclib/psx/spchpsxz/spchrule.c,iSPCH_GetRuleSettings,main,xdef,0,
REAL0_RELOC_ONLY,0,0,8,78,4,,,eaclib/psx/spchpsxz/spchrule,recon/eaclib/psx/spchpsxz/spchrule.c,iSPCH_RuleSet,main,xdef,0,
REAL0_RELOC_ONLY,0,0,4,50,4,,,eaclib/psx/spchpsxz/spchrule,recon/eaclib/psx/spchpsxz/spchrule.c,iSPCH_SentenceUsesParm,main,xdef,0,
REAL0_CLEAN,0,0,0,10,4,,,eaclib/psx/spchpsxz/spchsamp,recon/eaclib/psx/spchpsxz/spchsamp.c,iSPCH_InitSample,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,98,4,,,eaclib/psx/spchpsxz/spchsamp,recon/eaclib/psx/spchpsxz/spchsamp.c,iSPCH_UnPackSample,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,9,0,,,frontend/common/feapp,recon/frontend/common/feapp.cpp,DisplayHelp__14tFEApplications,front,xdef,0,
REAL0_RELOC_ONLY,0,0,41,254,0,,,frontend/common/feapp,recon/frontend/common/feapp.cpp,DrawHelpIcons__14tFEApplication,front,xdef,0,
REAL0_RELOC_ONLY,0,0,4,31,0,,,frontend/common/feapp,recon/frontend/common/feapp.cpp,FreeHelpShapeCluts__Fv,front,xdef,0,
REAL0_RELOC_ONLY,0,0,122,1123,0,,,frontend/common/feapp,recon/frontend/common/feapp.cpp,MainLoop__14tFEApplicationP5tMenu,front,xdef,0,
REAL0_RELOC_ONLY,0,0,5,42,0,,,frontend/common/feapp,recon/frontend/common/feapp.cpp,PerformMenuDestruction__14tFEApplication,front,xdef,0,
REAL0_RELOC_ONLY,0,0,8,26,0,,,frontend/common/feapp,recon/frontend/common/feapp.cpp,PerformMenuInitialization__14tFEApplication,front,xdef,0,
REAL0_RELOC_ONLY,0,0,36,164,0,,,frontend/common/feapp,recon/frontend/common/feapp.cpp,RunDemoVideo__14tFEApplication,front,xdef,0,
REAL0_RELOC_ONLY,0,0,3,10,0,,,frontend/common/feapp,recon/frontend/common/feapp.cpp,RunFrontEnd__14tFEApplication,front,xdef,0,
REAL0_RELOC_ONLY,0,0,41,194,0,,,frontend/common/feapp,recon/frontend/common/feapp.cpp,RunPostGame__14tFEApplication,front,xdef,0,
REAL0_RELOC_ONLY,0,0,3,65,0,,,frontend/common/feapp,recon/frontend/common/feapp.cpp,SetMenu__14tFEApplicationsP5tMenu,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,20,0,,,frontend/common/feapp,recon/frontend/common/feapp.cpp,SetScreen__14tFEApplicationsP7tScreen,front,xdef,0,
REAL0_RELOC_ONLY,0,0,20,48,0,,,frontend/common/feapp,recon/frontend/common/feapp.cpp,UpdateMusic__14tFEApplication,front,xdef,0,
REAL0_RELOC_ONLY,0,0,14,137,0,,,frontend/common/feapp,recon/frontend/common/feapp.cpp,__14tFEApplication,front,xdef,0,
REAL0_RELOC_ONLY,0,0,5,28,0,,,frontend/common/feapp,recon/frontend/common/feapp.cpp,___14tFEApplication,front,xdef,0,
REAL0_RELOC_ONLY,0,0,8,41,0,,,frontend/common/feaudio,recon/frontend/common/feaudio.cpp,FEAudio_StartLoadPatch__FP10SPEECHINFO,front,xdef,0,
REAL0_RELOC_ONLY,0,0,14,59,0,,,frontend/common/feaudio,recon/frontend/common/feaudio.cpp,FeAudio_AsyncPlayCommentary__FPc,front,xdef,0,
REAL0_RELOC_ONLY,0,0,9,31,0,,,frontend/common/feaudio,recon/frontend/common/feaudio.cpp,FeAudio_AsyncPlaySpeech__Fii,front,xdef,0,
REAL0_RELOC_ONLY,0,0,4,14,0,,,frontend/common/feaudio,recon/frontend/common/feaudio.cpp,FeAudio_DeInitCommentary__Fv,front,xdef,0,
REAL0_RELOC_ONLY,0,0,17,40,0,,,frontend/common/feaudio,recon/frontend/common/feaudio.cpp,FeAudio_InitCommentary__Fii,front,xdef,0,
REAL0_RELOC_ONLY,0,0,2,86,0,,,frontend/common/feaudio,recon/frontend/common/feaudio.cpp,FeAudio_LocateBigfile__FP9LUMPYHEADPcPiT2,front,xdef,0,
REAL0_RELOC_ONLY,0,0,6,38,0,,,frontend/common/feaudio,recon/frontend/common/feaudio.cpp,FeAudio_StartBigfileRead__FPciiPi,front,xdef,0,
REAL0_RELOC_ONLY,0,0,46,161,0,,,frontend/common/feaudio,recon/frontend/common/feaudio.cpp,FeAudio_systemtask__Fi,front,xdef,0,
REAL0_RELOC_ONLY,0,0,17,73,0,,,frontend/common/feaudio,recon/frontend/common/feaudio.cpp,Feaudio_StartPatch__FP10SPEECHINFO,front,xdef,0,
REAL0_RELOC_ONLY,0,0,3,40,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,AddCarToIngameList__11tCarManagerR10tCarModelsRc,front,xdef,0,
REAL0_RELOC_ONLY,0,0,2,31,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,AddToPinkSlipsList__11tCarManagersss,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,54,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,AddUpgradesToPinkSlipsList__11tCarManagersss,front,xdef,0,
REAL0_RELOC_ONLY,0,0,14,382,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,AdjustPosition__16tListIteratorCar7tPlayers,front,xdef,0,
REAL0_RELOC_ONLY,0,0,2,67,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,CalcUsedPrice__11tCarManagers,front,xdef,0,
REAL0_CLEAN,0,0,0,22,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,CheapestCarStockPrice__11tCarManager,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,8,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,Decrement__16tListIteratorCar7tPlayer,front,xdef,0,
REAL0_CLEAN,0,0,0,32,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,Decrement__21tListIteratorCarColor7tPlayer,front,xdef,0,
REAL0_RELOC_ONLY,0,0,4,109,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,FindSimilarCar__11tCarManagerR10tCarModelsRcsP10tCarModels,front,xdef,0,
REAL0_CLEAN,0,0,0,20,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,GetCarFromID__11tCarManagers,front,xdef,0,
REAL0_CLEAN,0,0,0,20,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,GetCarFromSimID__11tCarManagers,front,xdef,0,
REAL0_CLEAN,0,0,0,69,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,GetClassList__11tCarManager13tCarClassTypesP10tCarModels,front,xdef,0,
REAL0_RELOC_ONLY,0,0,3,67,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,GetGarageCar__11tCarManagersR8tCarInfos,front,xdef,0,
REAL0_CLEAN,0,0,0,17,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,GetNumOwnedCars__11tCarManagers,front,xdef,0,
REAL0_CLEAN,0,0,0,17,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,GetNumPinkSlipsCars__11tCarManagers,front,xdef,0,
REAL0_RELOC_ONLY,0,0,4,42,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,GetNumTourneyCars__11tCarManagers,front,xdef,0,
REAL0_RELOC_ONLY,0,0,2,55,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,GetPinkSlipsCar__11tCarManagersR8tCarInfos,front,xdef,0,
REAL0_RELOC_ONLY,0,0,3,47,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,GetStockCar__11tCarManagersR8tCarInfo,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,8,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,Increment__16tListIteratorCar7tPlayer,front,xdef,0,
REAL0_CLEAN,0,0,0,38,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,Increment__21tListIteratorCarColor7tPlayer,front,xdef,0,
REAL0_RELOC_ONLY,0,0,2,32,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,InitializeIngameCarList__11tCarManager,front,xdef,0,
REAL0_CLEAN,0,0,0,39,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,Initialize__11tCarManager,front,xdef,0,
REAL0_RELOC_ONLY,0,0,3,32,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,IsCarAnAddedModel__11tCarManagerR10tCarModelsRc,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,39,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,LoadCars__11tCarManagerR12tSaveCarInfos,front,xdef,0,
REAL0_RELOC_ONLY,0,0,15,112,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,LoadDescription__11tCarManager,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,41,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,LoadPinkSlipsCars__11tCarManagerR12tSaveCarInfos,front,xdef,0,
REAL0_RELOC_ONLY,0,0,6,55,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,PurchaseCar__11tCarManagersss,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,67,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,PurchaseUpgrade__11tCarManagersss,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,16,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,ReleaseDescription__11tCarManager,front,xdef,0,
REAL0_RELOC_ONLY,0,0,2,82,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,RemoveFromPinkSlipsList__11tCarManagerss,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,30,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,SaveCars__11tCarManagerR12tSaveCarInfo,front,xdef,0,
REAL0_RELOC_ONLY,0,0,9,87,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,SavePinkSlipsCars__11tCarManagerR12tSaveCarInfoss,front,xdef,0,
REAL0_RELOC_ONLY,0,0,3,96,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,SellCar__11tCarManagerss,front,xdef,0,
REAL0_CLEAN,0,0,0,7,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,SetCarAvailable__11tCarManager10tCarModelsb,front,xdef,0,
REAL0_CLEAN,0,0,0,7,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,SetCarViewable__11tCarManager10tCarModelsb,front,xdef,0,
REAL0_CLEAN,0,0,0,33,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,SetClassAvailable__11tCarManager13tCarClassTypeb,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,27,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,SetClassViewable__11tCarManager13tCarClassTypeb,front,xdef,0,
REAL0_RELOC_ONLY,0,0,4,72,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,TextValue__16tListIteratorCar7tPlayer,front,xdef,0,
REAL0_CLEAN,0,0,0,2,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,TextValue__21tListIteratorCarColor7tPlayer,front,xdef,0,
REAL0_RELOC_ONLY,0,0,28,243,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,ValidCar__16tListIteratorCar7tPlayerc,front,xdef,0,
REAL0_CLEAN,0,0,0,11,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,Value__16tListIteratorCar7tPlayer,front,xdef,0,
REAL0_CLEAN,0,0,0,24,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,Value__21tListIteratorCarColor7tPlayer,front,xdef,0,
REAL0_RELOC_ONLY,0,0,3,23,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,__16tListIteratorCarPcP11tCarManager,front,xdef,0,
REAL0_RELOC_ONLY,0,0,3,32,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,__21tListIteratorCarColorPcN21iP11tCarManager,front,xdef,0,
REAL0_RELOC_ONLY,0,0,3,10,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,___16tListIteratorCar,front,xdef,0,
REAL0_RELOC_ONLY,0,0,3,10,0,,,frontend/common/fecars,recon/frontend/common/fecars.cpp,___21tListIteratorCarColor,front,xdef,0,
REAL0_RELOC_ONLY,0,0,6,46,0,,,frontend/common/fecheats,recon/frontend/common/fecheats.cpp,FECheat_ActivateBonusByCode__FPc,front,xdef,0,
REAL0_RELOC_ONLY,0,0,4,15,0,,,frontend/common/fecheats,recon/frontend/common/fecheats.cpp,FECheat_ActivateBonus__F10tCheatCode,front,xdef,0,
REAL0_RELOC_ONLY,0,0,16,66,0,,,frontend/common/fecheats,recon/frontend/common/fecheats.cpp,FECheat_ActivateCheat__FPc,front,xdef,0,
REAL0_CLEAN,0,0,0,79,0,,,frontend/common/fecheats,recon/frontend/common/fecheats.cpp,FECheat_EncodeString2__FPcT0,front,xdef,0,
REAL0_CLEAN,0,0,0,35,0,,,frontend/common/fecheats,recon/frontend/common/fecheats.cpp,FECheat_EncodeString__FPcT0,front,xdef,0,
REAL0_RELOC_ONLY,0,0,33,116,0,,,frontend/common/fecheats,recon/frontend/common/fecheats.cpp,FECheat_HandleActivation__F10tCheatCode,front,xdef,0,
REAL0_RELOC_ONLY,0,0,4,11,0,,,frontend/common/fecheats,recon/frontend/common/fecheats.cpp,FECheat_IsCheatEnabled__F10tCheatCode,front,xdef,0,
REAL0_RELOC_ONLY,0,0,2,4,0,,,frontend/common/fecheats,recon/frontend/common/fecheats.cpp,FECheat_IsTheUserACryBabyCheater__Fv,front,xdef,0,
REAL0_RELOC_ONLY,0,0,6,30,0,,,frontend/common/fecheats,recon/frontend/common/fecheats.cpp,FECheat_LoadBonus__FRUl,front,xdef,0,
REAL0_RELOC_ONLY,0,0,2,4,0,,,frontend/common/fecheats,recon/frontend/common/fecheats.cpp,FECheat_SaveBonus__FRUl,front,xdef,0,
REAL0_CLEAN,0,0,0,3,0,,,frontend/common/fecredits,recon/frontend/common/fecredits.cpp,DeInit__14tCreditManager,front,xdef,0,
REAL0_RELOC_ONLY,0,0,49,451,0,,,frontend/common/fecredits,recon/frontend/common/fecredits.cpp,DrawCurrCredit__14tCreditManager,front,xdef,0,
REAL0_RELOC_ONLY,0,0,7,81,0,,,frontend/common/fecredits,recon/frontend/common/fecredits.cpp,Draw__14tCreditManagerb,front,xdef,0,
REAL0_RELOC_ONLY,0,0,13,56,0,,,frontend/common/fecredits,recon/frontend/common/fecredits.cpp,Init__14tCreditManageri,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,16,0,,,frontend/common/fecredits,recon/frontend/common/fecredits.cpp,RealDeInit__14tCreditManager,front,xdef,0,
REAL0_RELOC_ONLY,0,0,26,199,0,,,frontend/common/fecredits,recon/frontend/common/fecredits.cpp,SetupCurrCredit__14tCreditManager,front,xdef,0,
REAL0_CLEAN,0,0,0,4,0,,,frontend/common/fecredits,recon/frontend/common/fecredits.cpp,Setup__14tCreditManager,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,33,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,AddItem__11tDialogHelpss,front,xdef,0,
REAL0_RELOC_ONLY,0,0,36,359,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,CalculateDimensions__11tDialogHelp,front,xdef,0,
REAL0_RELOC_ONLY,0,0,4,46,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,CalculateDimensions__12tDialogYesNo,front,xdef,0,
REAL0_RELOC_ONLY,0,0,12,133,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,CalculateDimensions__20tDialogMessageString,front,xdef,0,
REAL0_RELOC_ONLY,0,0,10,49,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,Display__11tDialogBase,front,xdef,0,
REAL0_RELOC_ONLY,0,0,5,52,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,DrawAllDialogs__11tDialogBase,front,xdef,0,
REAL0_RELOC_ONLY,0,0,6,68,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,Draw__11tDialogBase,front,xdef,0,
REAL0_RELOC_ONLY,0,0,13,187,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,Draw__11tDialogHelp,front,xdef,0,
REAL0_RELOC_ONLY,0,0,13,98,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,Draw__12tDialogYesNo,front,xdef,0,
REAL0_RELOC_ONLY,0,0,14,89,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,Draw__20tDialogMessageString,front,xdef,0,
REAL0_RELOC_ONLY,0,0,2,4,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,GetTopMostDialog__11tDialogBase,front,xdef,0,
REAL0_RELOC_ONLY,0,0,2,16,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,HideAllDialogs__11tDialogBase,front,xdef,0,
REAL0_RELOC_ONLY,0,0,4,45,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,Hide__11tDialogBase,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,8,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,InitializeClass__11tDialogBase,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,17,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,ProcessInput__11tDialogBase7tPlayerR13tInputKeyTypeR12tMenuCommand,front,xdef,0,
REAL0_RELOC_ONLY,0,0,8,51,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,ProcessInput__12tDialogYesNo7tPlayerR13tInputKeyTypeR12tMenuCommand,front,xdef,0,
REAL0_RELOC_ONLY,0,0,8,57,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,ProcessInput__15tDialogYesNoMem7tPlayerR13tInputKeyTypeR12tMenuCommand,front,xdef,0,
REAL0_RELOC_ONLY,0,0,2,16,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,ProcessInput__15tDialogYesNoTri7tPlayerR13tInputKeyTypeR12tMenuCommand,front,xdef,0,
REAL0_RELOC_ONLY,0,0,2,22,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,ProcessInput__17tDialogBackUpOnly7tPlayerR13tInputKeyTypeR12tMenuCommand,front,xdef,0,
REAL0_CLEAN,0,0,0,2,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,ProcessInput__21tDialogNoInputMessage7tPlayerR13tInputKeyTypeR12tMenuCommand,front,xdef,0,
REAL0_RELOC_ONLY,0,0,15,123,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,Run__18tDialogInteractive,front,xdef,0,
REAL0_RELOC_ONLY,0,0,2,14,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,ShouldTimeOut__11tDialogBase,front,xdef,0,
REAL0_RELOC_ONLY,0,0,9,46,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,__12tDialogYesNo,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,8,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,___11tDialogBase,front,xdef,1,
REAL0_RELOC_ONLY,0,0,1,8,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,___11tDialogHelp,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,8,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,___12tDialogYesNo,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,8,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,___15tDialogYesNoMem,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,8,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,___15tDialogYesNoTri,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,8,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,___17tDialogBackUpOnly,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,8,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,___18tDialogInteractive,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,8,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,___20tDialogMessageString,front,xdef,0,
REAL0_RELOC_ONLY,0,0,1,8,0,,,frontend/common/fedialog,recon/frontend/common/fedialog.cpp,___21tDialogNoInputMessage,front,xdef,0,
