class,REAL,RELOP,reloc,words,G,extra_flags,shim,unit,tu,fn,oracle_dir,symsrc,tail_pad,note
REAL0_RELOC_ONLY,0,0,4,24,4,,,eaclib/psx/eacpsxz/addtimer,recon/eaclib/psx/eacpsxz/addtimer.c,addtimer,main,xdef,0,
REAL0_RELOC_ONLY,0,0,2,14,4,,,eaclib/psx/eacpsxz/addtimer,recon/eaclib/psx/eacpsxz/addtimer.c,deltimer,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,9,4,,,eaclib/psx/eacpsxz/asinfunc,recon/eaclib/psx/eacpsxz/asinfunc.c,intarccos,main,xdef,0,
REAL0_RELOC_ONLY,0,0,8,75,4,,,eaclib/psx/eacpsxz/atanfunc,recon/eaclib/psx/eacpsxz/atanfunc.c,intatan,main,xdef,0,
REAL0_CLEAN,0,0,0,1,4,,,eaclib/psx/eacpsxz/blkfill,recon/eaclib/psx/eacpsxz/blkfill.c,blockclear,main,xdef,0,
REAL0_CLEAN,0,0,0,80,4,,,eaclib/psx/eacpsxz/blkfill,recon/eaclib/psx/eacpsxz/blkfill.c,blockfill,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,199,4,,,eaclib/psx/eacpsxz/blkmov,recon/eaclib/psx/eacpsxz/blkmov.c,blockmove,main,xdef,0,
REAL0_RELOC_ONLY,0,0,5,23,4,,,eaclib/psx/eacpsxz/callback,recon/eaclib/psx/eacpsxz/callback.c,allocmutex,main,xdef,0,
REAL0_CLEAN,0,0,0,2,4,,,eaclib/psx/eacpsxz/callback,recon/eaclib/psx/eacpsxz/callback.c,freemutex,main,xdef,0,
REAL0_RELOC_ONLY,0,0,2,7,4,,,eaclib/psx/eacpsxz/cdfs,recon/eaclib/psx/eacpsxz/cdfs.c,CD_Close,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,29,4,,,eaclib/psx/eacpsxz/cdfs,recon/eaclib/psx/eacpsxz/cdfs.c,CD_Getinfo,main,xdef,0,
REAL0_RELOC_ONLY,0,0,16,69,4,,,eaclib/psx/eacpsxz/cdfs,recon/eaclib/psx/eacpsxz/cdfs.c,CD_Init,main,xdef,0,
REAL0_RELOC_ONLY,0,0,9,66,4,,,eaclib/psx/eacpsxz/cdfs,recon/eaclib/psx/eacpsxz/cdfs.c,CD_Open,main,xdef,0,
REAL0_RELOC_ONLY,0,0,32,163,4,,,eaclib/psx/eacpsxz/cdfs,recon/eaclib/psx/eacpsxz/cdfs.c,CD_Read,main,xdef,0,
REAL0_RELOC_ONLY,0,0,13,43,4,,,eaclib/psx/eacpsxz/cdfs,recon/eaclib/psx/eacpsxz/cdfs.c,CD_Restart,main,xdef,0,
REAL0_RELOC_ONLY,0,0,4,12,4,,,eaclib/psx/eacpsxz/cdfs,recon/eaclib/psx/eacpsxz/cdfs.c,CD_Restore,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,7,4,,,eaclib/psx/eacpsxz/cdfs,recon/eaclib/psx/eacpsxz/cdfs.c,CD_Stopread,main,xdef,0,
REAL0_RELOC_ONLY,0,0,28,87,4,,,eaclib/psx/eacpsxz/cdfs,recon/eaclib/psx/eacpsxz/cdfs.c,CD_systaskfunc,main,xdef,0,
REAL0_RELOC_ONLY,0,0,8,24,4,,,eaclib/psx/eacpsxz/cdfs,recon/eaclib/psx/eacpsxz/cdfs.c,CD_timerfunc,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,8,4,,,eaclib/psx/eacpsxz/cdfs,recon/eaclib/psx/eacpsxz/cdfs.c,dircompare,main,xdef,0,
REAL0_RELOC_ONLY,0,0,11,103,4,,,eaclib/psx/eacpsxz/cdfs,recon/eaclib/psx/eacpsxz/cdfs.c,loaddirinfo,main,xdef,0,
REAL0_RELOC_ONLY,0,0,7,21,4,,,eaclib/psx/eacpsxz/cdfs,recon/eaclib/psx/eacpsxz/cdfs.c,readsectorB,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,17,4,,,eaclib/psx/eacpsxz/cluttype,recon/eaclib/psx/eacpsxz/cluttype.c,cluttype,main,xdef,0,
REAL0_RELOC_ONLY,0,0,2,50,4,,,eaclib/psx/eacpsxz/crc,recon/eaclib/psx/eacpsxz/crc.c,crc16,main,xdef,0,
REAL0_RELOC_ONLY,0,0,6,46,4,,,eaclib/psx/eacpsxz/crossprd,recon/eaclib/psx/eacpsxz/crossprd.c,crossproduct,main,xdef,0,
REAL0_CLEAN,0,0,0,11,4,,,eaclib/psx/eacpsxz/devsys,recon/eaclib/psx/eacpsxz/devsys.c,psxdevelopmentsystem,main,xdef,0,
REAL0_RELOC_ONLY,0,0,4,24,4,,,eaclib/psx/eacpsxz/exit,recon/eaclib/psx/eacpsxz/exit.c,addexit,main,xdef,0,
REAL0_RELOC_ONLY,0,0,13,73,4,,,eaclib/psx/eacpsxz/fastmovf,recon/eaclib/psx/eacpsxz/fastmovf.c,fastmovfxya,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,23,4,,,eaclib/psx/eacpsxz/fileroot,recon/eaclib/psx/eacpsxz/fileroot.c,closefile,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,25,4,,,eaclib/psx/eacpsxz/fileroot,recon/eaclib/psx/eacpsxz/fileroot.c,getfilesize,main,xdef,0,
REAL0_RELOC_ONLY,0,0,20,38,4,,,eaclib/psx/eacpsxz/fileroot,recon/eaclib/psx/eacpsxz/fileroot.c,initfileio,main,xdef,0,
REAL0_RELOC_ONLY,0,0,41,169,4,,,eaclib/psx/eacpsxz/fileroot,recon/eaclib/psx/eacpsxz/fileroot.c,openfile,main,xdef,0,
REAL0_RELOC_ONLY,0,0,6,40,4,,,eaclib/psx/eacpsxz/fileroot,recon/eaclib/psx/eacpsxz/fileroot.c,readfile,main,xdef,0,
REAL0_RELOC_ONLY,0,0,7,40,4,,,eaclib/psx/eacpsxz/fileroot,recon/eaclib/psx/eacpsxz/fileroot.c,readfile_systask,main,xdef,0,
REAL0_RELOC_ONLY,0,0,21,69,4,,,eaclib/psx/eacpsxz/fileroot,recon/eaclib/psx/eacpsxz/fileroot.c,setdirectory,main,xdef,0,
REAL0_RELOC_ONLY,0,0,7,30,4,,,eaclib/psx/eacpsxz/fileroot,recon/eaclib/psx/eacpsxz/fileroot.c,stopreadfile,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,31,4,,,eaclib/psx/eacpsxz/fileroot,recon/eaclib/psx/eacpsxz/fileroot.c,writefile,main,xdef,0,
REAL0_RELOC_ONLY,0,0,14,82,4,,,eaclib/psx/eacpsxz/fixdatan,recon/eaclib/psx/eacpsxz/fixdatan.c,fixedatan,main,xdef,0,
REAL0_CLEAN,0,0,0,42,4,,,eaclib/psx/eacpsxz/fixddiv,recon/eaclib/psx/eacpsxz/fixddiv.c,rdiv,main,xdef,0,
REAL0_CLEAN,0,0,0,14,4,,,eaclib/psx/eacpsxz/fixdinv,recon/eaclib/psx/eacpsxz/fixdinv.c,fixedinverse,main,xdef,0,
REAL0_CLEAN,0,0,0,11,4,,,eaclib/psx/eacpsxz/fixdmult,recon/eaclib/psx/eacpsxz/fixdmult.c,fixedmult,main,xdef,0,
REAL0_RELOC_ONLY,0,0,2,33,4,,,eaclib/psx/eacpsxz/fixdsin,recon/eaclib/psx/eacpsxz/fixdsin.c,fixedcos,main,xdef,0,
REAL0_RELOC_ONLY,0,0,2,32,4,,,eaclib/psx/eacpsxz/fixdsin,recon/eaclib/psx/eacpsxz/fixdsin.c,fixedsin,main,xdef,0,
REAL0_RELOC_ONLY,0,0,2,21,4,,,eaclib/psx/eacpsxz/fixdsqrt,recon/eaclib/psx/eacpsxz/fixdsqrt.c,fixedsqrt,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,46,4,,,eaclib/psx/eacpsxz/fsincos,recon/eaclib/psx/eacpsxz/fsincos.c,fixedsincos,main,xdef,0,
REAL0_CLEAN,0,0,0,8,4,,,eaclib/psx/eacpsxz/getm,recon/eaclib/psx/eacpsxz/getm.c,geti,main,xdef,0,
REAL0_CLEAN,0,0,0,26,4,,,eaclib/psx/eacpsxz/getm,recon/eaclib/psx/eacpsxz/getm.c,getm,main,xdef,0,
REAL0_RELOC_ONLY,0,0,8,28,4,,,eaclib/psx/eacpsxz/inittmr,recon/eaclib/psx/eacpsxz/inittmr.c,initmemadr,main,xdef,0,
REAL0_RELOC_ONLY,0,0,25,69,4,,,eaclib/psx/eacpsxz/inittmr,recon/eaclib/psx/eacpsxz/inittmr.c,inittimer,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,9,4,,,eaclib/psx/eacpsxz/inittmr,recon/eaclib/psx/eacpsxz/inittmr.c,restoretimer,main,xdef,0,
REAL0_RELOC_ONLY,0,0,16,43,4,,,eaclib/psx/eacpsxz/inittmr,recon/eaclib/psx/eacpsxz/inittmr.c,tmrint,main,xdef,0,
REAL0_RELOC_ONLY,0,0,10,71,4,,,eaclib/psx/eacpsxz/isincos,recon/eaclib/psx/eacpsxz/isincos.c,intsincos,main,xdef,0,
REAL0_RELOC_ONLY,0,0,19,113,4,,,eaclib/psx/eacpsxz/isqrt,recon/eaclib/psx/eacpsxz/isqrt.c,isqrt,main,xdef,0,
REAL0_RELOC_ONLY,0,0,2,26,4,,,eaclib/psx/eacpsxz/isqrttbl,recon/eaclib/psx/eacpsxz/isqrttbl.c,decodeshiftjis,main,xdef,0,
REAL0_RELOC_ONLY,0,0,2,10,4,,,eaclib/psx/eacpsxz/isqrttbl,recon/eaclib/psx/eacpsxz/isqrttbl.c,remapshiftjiscode,main,xdef,0,
REAL0_RELOC_ONLY,0,0,5,15,4,,,eaclib/psx/eacpsxz/joystkn,recon/eaclib/psx/eacpsxz/joystkn.c,initjoy,main,xdef,0,
REAL0_RELOC_ONLY,0,0,5,47,4,,,eaclib/psx/eacpsxz/loadshp,recon/eaclib/psx/eacpsxz/loadshp.c,loadshapeadr,main,xdef,0,
REAL0_RELOC_ONLY,0,0,4,29,4,,,eaclib/psx/eacpsxz/locatbig,recon/eaclib/psx/eacpsxz/locatbig.c,bigcount,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,16,4,,,eaclib/psx/eacpsxz/locatbig,recon/eaclib/psx/eacpsxz/locatbig.c,locatebig,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,9,4,,,eaclib/psx/eacpsxz/locatbig,recon/eaclib/psx/eacpsxz/locatbig.c,locatebigentry,main,xdef,0,
REAL0_RELOC_ONLY,0,0,16,111,4,,,eaclib/psx/eacpsxz/locatbig,recon/eaclib/psx/eacpsxz/locatbig.c,locatebigentryz,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,15,4,,,eaclib/psx/eacpsxz/locatbig,recon/eaclib/psx/eacpsxz/locatbig.c,locatebigoffset,main,xdef,0,
REAL0_RELOC_ONLY,0,0,5,30,4,,,eaclib/psx/eacpsxz/locatbig,recon/eaclib/psx/eacpsxz/locatbig.c,sizeofbigfileheader,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,26,4,,,eaclib/psx/eacpsxz/locatbig,recon/eaclib/psx/eacpsxz/locatbig.c,typeofbigfile,main,xdef,0,
REAL0_CLEAN,0,0,0,24,4,,,eaclib/psx/eacpsxz/locatshp,recon/eaclib/psx/eacpsxz/locatshp.c,locateshape,main,xdef,0,
REAL0_CLEAN,0,0,0,24,4,,,eaclib/psx/eacpsxz/locatshp,recon/eaclib/psx/eacpsxz/locatshp.c,locateshapez,main,xdef,0,
REAL0_CLEAN,0,0,0,16,4,,,eaclib/psx/eacpsxz/math64a,recon/eaclib/psx/eacpsxz/math64a.c,divu64,main,xdef,0,
REAL0_CLEAN,0,0,0,22,4,,,eaclib/psx/eacpsxz/math64a,recon/eaclib/psx/eacpsxz/math64a.c,make64,main,xdef,0,
REAL0_CLEAN,0,0,0,14,4,,,eaclib/psx/eacpsxz/matrix,recon/eaclib/psx/eacpsxz/matrix.c,addmatrix,main,xdef,0,
REAL0_RELOC_ONLY,0,0,17,140,4,,,eaclib/psx/eacpsxz/matrix,recon/eaclib/psx/eacpsxz/matrix.c,reorthogonalize,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,30,4,,,eaclib/psx/eacpsxz/matrix,recon/eaclib/psx/eacpsxz/matrix.c,scalematrix,main,xdef,0,
REAL0_CLEAN,0,0,0,14,4,,,eaclib/psx/eacpsxz/matrix,recon/eaclib/psx/eacpsxz/matrix.c,submatrix,main,xdef,0,
REAL0_CLEAN,0,0,0,2,4,,,eaclib/psx/eacpsxz/meminit,recon/eaclib/psx/eacpsxz/meminit.c,MEM_defaultevent,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,37,4,,,eaclib/psx/eacpsxz/memstd,recon/eaclib/psx/eacpsxz/memstd.c,FREE_add,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,25,4,,,eaclib/psx/eacpsxz/memstd,recon/eaclib/psx/eacpsxz/memstd.c,FREE_find,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,48,4,,,eaclib/psx/eacpsxz/memstd,recon/eaclib/psx/eacpsxz/memstd.c,FREE_findlargest,main,xdef,0,
REAL0_CLEAN,0,0,0,10,4,,,eaclib/psx/eacpsxz/memstd,recon/eaclib/psx/eacpsxz/memstd.c,FREE_remove,main,xdef,0,
REAL0_RELOC_ONLY,0,0,2,10,4,,,eaclib/psx/eacpsxz/memstd,recon/eaclib/psx/eacpsxz/memstd.c,MEM_infosize,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,25,4,,,eaclib/psx/eacpsxz/memstd,recon/eaclib/psx/eacpsxz/memstd.c,MEM_tailsize,main,xdef,0,
REAL0_RELOC_ONLY,0,0,15,124,4,,,eaclib/psx/eacpsxz/memstd,recon/eaclib/psx/eacpsxz/memstd.c,creatememclass,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,23,4,,,eaclib/psx/eacpsxz/memstd,recon/eaclib/psx/eacpsxz/memstd.c,getblockname,main,xdef,0,
REAL0_CLEAN,0,0,0,3,4,,,eaclib/psx/eacpsxz/memstd,recon/eaclib/psx/eacpsxz/memstd.c,getblocksize,main,xdef,0,
REAL0_RELOC_ONLY,0,0,4,55,4,,,eaclib/psx/eacpsxz/memstd,recon/eaclib/psx/eacpsxz/memstd.c,initmemblock,main,xdef,0,
REAL0_RELOC_ONLY,0,0,5,20,4,,,eaclib/psx/eacpsxz/memstd,recon/eaclib/psx/eacpsxz/memstd.c,largestunused,main,xdef,0,
REAL0_RELOC_ONLY,0,0,5,50,4,,,eaclib/psx/eacpsxz/memstd,recon/eaclib/psx/eacpsxz/memstd.c,purgememadr,main,xdef,0,
REAL0_RELOC_ONLY,0,0,13,129,4,,,eaclib/psx/eacpsxz/memstd,recon/eaclib/psx/eacpsxz/memstd.c,reservememadr,main,xdef,0,
REAL0_RELOC_ONLY,0,0,22,221,4,-fno-schedule-insns,,eaclib/psx/eacpsxz/movf,recon/eaclib/psx/eacpsxz/movf.c,movfxya,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,8,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,asyncloadfile,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,8,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,asyncloadfileat,main,xdef,0,
REAL0_RELOC_ONLY,0,0,9,45,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,asyncloadfileatcallback,main,xdef,0,
REAL0_RELOC_ONLY,0,0,9,46,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,asyncloadfilecallback,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,8,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,asyncloadsegment,main,xdef,0,
REAL0_RELOC_ONLY,0,0,13,61,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,asyncloadsegmentcallback,main,xdef,0,
REAL0_RELOC_ONLY,0,0,11,36,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,asyncsystemtask,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,28,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,cancelasyncload,main,xdef,0,
REAL0_RELOC_ONLY,0,0,4,38,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,cancelrequest,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,15,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,finishrequest,main,xdef,0,
REAL0_RELOC_ONLY,0,0,4,38,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,getasyncreadadr,main,xdef,0,
REAL0_RELOC_ONLY,0,0,4,38,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,getasyncreadstatus,main,xdef,0,
REAL0_RELOC_ONLY,0,0,19,64,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,initasync,main,xdef,0,
REAL0_RELOC_ONLY,0,0,4,23,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,loadfileclosecallback,main,xdef,0,
REAL0_RELOC_ONLY,0,0,18,67,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,loadfileopencallback,main,xdef,0,
REAL0_RELOC_ONLY,0,0,10,53,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,loadfilereadcallback,main,xdef,0,
REAL0_RELOC_ONLY,0,0,13,49,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,loadfilesizecallback,main,xdef,0,
REAL0_RELOC_ONLY,0,0,12,63,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,loadsegreadcallback,main,xdef,0,
REAL0_RELOC_ONLY,0,0,2,23,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,locaterequest,main,local,0,
REAL0_RELOC_ONLY,0,0,4,13,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,newrequestid,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,22,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,queueadd,main,xdef,0,
REAL0_CLEAN,0,0,0,19,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,queuefetch,main,xdef,0,
REAL0_RELOC_ONLY,0,0,8,24,4,,,eaclib/psx/eacpsxz/nasync,recon/eaclib/psx/eacpsxz/nasync.c,setasyncfile,main,xdef,0,
REAL0_RELOC_ONLY,0,0,15,74,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,FILE_addbig,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,22,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,FILE_atomic,main,xdef,0,
REAL0_RELOC_ONLY,0,0,2,32,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,FILE_callbackop,main,xdef,0,
REAL0_RELOC_ONLY,0,0,6,48,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,FILE_close,main,xdef,0,
SHIM_MASKED,6,2,8,47,4,,PER_FN_PROLOGUE_UNSINK,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,FILE_completeop,main,xdef,0,
REAL0_RELOC_ONLY,0,0,13,101,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,FILE_delbig,main,xdef,0,
REAL0_RELOC_ONLY,0,0,8,33,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,FILE_init,main,xdef,0,
REAL0_RELOC_ONLY,0,0,16,63,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,FILE_initwithmem,main,xdef,0,
REAL0_RELOC_ONLY,0,0,6,48,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,FILE_open,main,xdef,0,
REAL0_RELOC_ONLY,0,0,2,12,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,FILE_operror,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,22,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,FILE_opstatus,main,xdef,0,
REAL0_CLEAN,0,0,0,20,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,FILE_overhead,main,xdef,0,
REAL0_RELOC_ONLY,0,0,10,79,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,FILE_priorityop,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,57,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,FILE_read,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,36,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,FILE_size,main,xdef,0,
REAL0_RELOC_ONLY,0,0,4,61,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,FILE_waitop,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,18,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,freehandle,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,18,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,freeop,main,xdef,0,
REAL0_RELOC_ONLY,0,0,5,45,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,iFILE_CommandCompleteCallback,main,xdef,0,
SHIM_MASKED,1,2,42,290,4,,PER_FN_TEXT_MOVES,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,iFILE_ExecCommand,main,xdef,0,
REAL0_RELOC_ONLY,0,0,9,46,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,iFILE_addbigopencallback,main,xdef,0,
REAL0_RELOC_ONLY,0,0,18,80,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,iFILE_addbigreadcallback,main,xdef,0,
REAL0_RELOC_ONLY,0,0,2,11,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,iFILE_delbigclosecallback,main,xdef,0,
REAL0_CLEAN,0,0,0,2,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,iFILE_perror,main,xdef,0,
REAL0_RELOC_ONLY,0,0,5,44,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,reservehandle,main,xdef,0,
REAL0_RELOC_ONLY,0,0,11,71,4,,,eaclib/psx/eacpsxz/nfile,recon/eaclib/psx/eacpsxz/nfile.c,reserveop,main,xdef,0,
REAL0_RELOC_ONLY,0,0,1,8,4,,,eaclib/psx/eacpsxz/nloadpk,recon/eaclib/psx/eacpsxz/nloadpk.c,loadpackadr,main,xdef,0,
REAL0_RELOC_ONLY,0,0,12,62,4,,,eaclib/psx/eacpsxz/nloadpk,recon/eaclib/psx/eacpsxz/nloadpk.c,loadpackadrz,main,xdef,0,
INAPPLICABLE_LANE,,,,,4,,,eaclib/psx/eacpsxz/nsync,recon/eaclib/psx/eacpsxz/nsync.c,filesize,,,0,INAPPLICABLE-LANE cc1_ver=2.8.1
INAPPLICABLE_LANE,,,,,4,,,eaclib/psx/eacpsxz/nsync,recon/eaclib/psx/eacpsxz/nsync.c,filesizeatomic,,,0,INAPPLICABLE-LANE cc1_ver=2.8.1
INAPPLICABLE_LANE,,,,,4,,,eaclib/psx/eacpsxz/nsync,recon/eaclib/psx/eacpsxz/nsync.c,loadbigfileheader,,,0,INAPPLICABLE-LANE cc1_ver=2.8.1
INAPPLICABLE_LANE,,,,,4,,,eaclib/psx/eacpsxz/nsync,recon/eaclib/psx/eacpsxz/nsync.c,loadbigfileheaderatomic,,,0,INAPPLICABLE-LANE cc1_ver=2.8.1
INAPPLICABLE_LANE,,,,,4,,,eaclib/psx/eacpsxz/nsync,recon/eaclib/psx/eacpsxz/nsync.c,loadfileadr,,,0,INAPPLICABLE-LANE cc1_ver=2.8.1
INAPPLICABLE_LANE,,,,,4,,,eaclib/psx/eacpsxz/nsync,recon/eaclib/psx/eacpsxz/nsync.c,loadfileadratomic,,,0,INAPPLICABLE-LANE cc1_ver=2.8.1
INAPPLICABLE_LANE,,,,,4,,,eaclib/psx/eacpsxz/nsync,recon/eaclib/psx/eacpsxz/nsync.c,loadfileadrz,,,0,INAPPLICABLE-LANE cc1_ver=2.8.1
INAPPLICABLE_LANE,,,,,4,,,eaclib/psx/eacpsxz/nsync,recon/eaclib/psx/eacpsxz/nsync.c,loadfileatadr,,,0,INAPPLICABLE-LANE cc1_ver=2.8.1
INAPPLICABLE_LANE,,,,,4,,,eaclib/psx/eacpsxz/nsync,recon/eaclib/psx/eacpsxz/nsync.c,loadfileatadratomic,,,0,INAPPLICABLE-LANE cc1_ver=2.8.1
INAPPLICABLE_LANE,,,,,4,,,eaclib/psx/eacpsxz/nsync,recon/eaclib/psx/eacpsxz/nsync.c,loadfileatadrz,,,0,INAPPLICABLE-LANE cc1_ver=2.8.1
REAL0_CLEAN,0,0,0,2,4,,,eaclib/psx/eacpsxz/nullfunc,recon/eaclib/psx/eacpsxz/nullfunc.c,setclipwindow,main,xdef,0,
REAL0_RELOC_ONLY,0,0,26,59,4,,,eaclib/psx/eacpsxz/primate,recon/eaclib/psx/eacpsxz/primate.c,initlinkmode,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,11,4,,,eaclib/psx/eacpsxz/primate,recon/eaclib/psx/eacpsxz/primate.c,settrans,main,xdef,0,
REAL0_RELOC_ONLY,0,0,3,11,4,,,eaclib/psx/eacpsxz/primate,recon/eaclib/psx/eacpsxz/primate.c,waitdraw,main,xdef,0,
REAL0_RELOC_ONLY,0,0,2,52,4,,,eaclib/psx/eacpsxz/random,recon/eaclib/psx/eacpsxz/random.c,random,main,xdef,0,
REAL0_RELOC_ONLY,0,0,2,28,4,,,eaclib/psx/eacpsxz/random,recon/eaclib/psx/eacpsxz/random.c,seedrandom,main,xdef,0,
REAL0_RELOC_ONLY,0,0,9,94,4,,,eaclib/psx/eacpsxz/resize,recon/eaclib/psx/eacpsxz/resize.c,resizememadr,main,xdef,0,
REAL0_RELOC_ONLY,0,0,2,4,4,,,eaclib/psx/eacpsxz/savegp,recon/eaclib/psx/eacpsxz/savegp.c,initgp,main,xdef,0,
REAL0_CLEAN,0,0,0,2,4,,,eaclib/psx/eacpsxz/savegp,recon/eaclib/psx/eacpsxz/savegp.c,restoregp,main,xdef,0,
REAL0_CLEAN,0,0,0,5,4,,,eaclib/psx/eacpsxz/savegp,recon/eaclib/psx/eacpsxz/savegp.c,savegp,main,xdef,0,
REAL0_RELOC_ONLY,0,0,20,100,4,,,eaclib/psx/eacpsxz/setfont,recon/eaclib/psx/eacpsxz/setfont.c,setfont,main,xdef,0,
