source	owner	status	retail_named	named_exact	named_missing	named_mismatch	retail_anonymous	anonymous_covered	retail_typedefs	typedefs_covered	source_extra_named	retail_duplicate_named	source_extra_anonymous	source_extra_typedefs	retail_duplicate_typedefs	source_duplicate_typedefs	detail
recon/eaclib/psx/spchpsxz/spchbank.c	..\eaclib\psx\spchpsxz.lib(spchbank.obj)	SYM_UNTYPED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	retail owner has a FILE boundary but zero canonical type records; source type graph is not provable from SYM
recon/eaclib/psx/spchpsxz/spchdata.c	..\eaclib\psx\spchpsxz.lib(spchdata.obj)	SYM_UNTYPED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	retail owner has a FILE boundary but zero canonical type records; source type graph is not provable from SYM
recon/eaclib/psx/spchpsxz/spchevnt.c	..\eaclib\psx\spchpsxz.lib(spchevnt.obj)	SYM_UNTYPED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	retail owner has a FILE boundary but zero canonical type records; source type graph is not provable from SYM
recon/eaclib/psx/spchpsxz/spchinit.c	..\eaclib\psx\spchpsxz.lib(spchinit.obj)	SYM_UNTYPED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	retail owner has a FILE boundary but zero canonical type records; source type graph is not provable from SYM
recon/eaclib/psx/spchpsxz/spchpick.c	..\eaclib\psx\spchpsxz.lib(spchpick.obj)	SYM_UNTYPED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	retail owner has a FILE boundary but zero canonical type records; source type graph is not provable from SYM
recon/eaclib/psx/spchpsxz/spchrand.c	..\eaclib\psx\spchpsxz.lib(spchrand.obj)	SYM_UNTYPED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	retail owner has a FILE boundary but zero canonical type records; source type graph is not provable from SYM
recon/eaclib/psx/spchpsxz/spchrslv.c	..\eaclib\psx\spchpsxz.lib(spchrslv.obj)	SYM_UNTYPED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	retail owner has a FILE boundary but zero canonical type records; source type graph is not provable from SYM
recon/eaclib/psx/spchpsxz/spchrule.c	..\eaclib\psx\spchpsxz.lib(spchrule.obj)	SYM_UNTYPED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	retail owner has a FILE boundary but zero canonical type records; source type graph is not provable from SYM
recon/eaclib/psx/spchpsxz/spchsamp.c	..\eaclib\psx\spchpsxz.lib(spchsamp.obj)	SYM_UNTYPED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	retail owner has a FILE boundary but zero canonical type records; source type graph is not provable from SYM
