source	owner	status	retail_named	named_exact	named_missing	named_mismatch	retail_anonymous	anonymous_covered	retail_typedefs	typedefs_covered	source_extra_named	retail_duplicate_named	source_extra_anonymous	source_extra_typedefs	detail
recon/frontend/psx/memcard.c	memcard.obj	OK	24	24	0	0	0	0	48	48	0	1	0	0	retail_duplicate_named=TCBx1
