record_offset	va	opcode	sld_file	sld_line	function	function_va	match_status	disposition	decoded_body
0x18f1c6	0x80076c2c	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	756	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 756)
0x18f1cc	0x80076c34	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	758	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 758)
0x18f1d2	0x80076c3c	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	760	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 760)
0x18f1d8	0x80076c4c	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	762	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 762)
0x18f1de	0x80076c54	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	763	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 763)
0x18f1e3	0x80076c54	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	763	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 763)
0x18f1e9	0x80076c58	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	764	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 764)
0x18f1ee	0x80076c58	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	764	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 764)
0x18f1f4	0x80076c5c	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	766	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 766)
0x18f1fa	0x80076c6c	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	768	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 768)
0x18f200	0x80076c7c	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	769	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 769)
0x18f205	0x80076c7c	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	769	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 769)
0x18f20b	0x80076c84	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	773	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 4 (to 773)
0x18f211	0x80076c8c	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	780	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 7 (to 780)
0x18f217	0x80076c9c	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	781	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 781)
0x18f21c	0x80076c9c	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	781	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 781)
0x18f222	0x80076c9c	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	784	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 3 (to 784)
0x18f228	0x80076ca8	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	788	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 4 (to 788)
0x18f22e	0x80076cd0	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	790	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 790)
0x18f234	0x80076cd8	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	791	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 791)
0x18f239	0x80076cd8	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	791	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 791)
0x18f23f	0x80076ce0	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	797	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 6 (to 797)
0x18f245	0x80076cf8	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	798	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 798)
0x18f24a	0x80076cf8	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	798	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 798)
0x18f250	0x80076cf8	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	799	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 799)
0x18f255	0x80076cf8	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	799	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 799)
0x18f25b	0x80076d08	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	800	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 800)
0x18f260	0x80076d08	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	800	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 800)
0x18f266	0x80076d0c	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	801	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 801)
0x18f26b	0x80076d0c	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	801	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 801)
0x18f271	0x80076d20	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	802	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 802)
0x18f276	0x80076d20	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	802	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 802)
0x18f27c	0x80076d24	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	804	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 804)
0x18f282	0x80076d44	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	805	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 805)
0x18f287	0x80076d44	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	805	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 805)
0x18f28d	0x80076d5c	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	806	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 806)
0x18f292	0x80076d5c	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	806	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 806)
0x18f298	0x80076d60	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	808	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 808)
0x18f29e	0x80076d78	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	810	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 810)
0x18f2a4	0x80076d88	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	811	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 811)
0x18f2a9	0x80076d88	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	811	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 811)
0x18f2af	0x80076d88	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	814	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 3 (to 814)
0x18f2b5	0x80076d94	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	816	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 816)
0x18f2bb	0x80076d9c	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	817	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 817)
0x18f2c0	0x80076d9c	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	817	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 817)
0x18f2c6	0x80076db0	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	818	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 818)
0x18f2cb	0x80076db0	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	818	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 818)
0x18f2d1	0x80076db4	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	820	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 820)
0x18f2d7	0x80076dc0	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	822	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 822)
0x18f2dd	0x80076dc8	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	823	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 823)
0x18f2e2	0x80076dc8	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	823	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 823)
0x18f2e8	0x80076ddc	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	824	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 824)
0x18f2ed	0x80076ddc	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	824	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 824)
0x18f2f3	0x80076de0	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	826	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 826)
0x18f2f9	0x80076dec	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	862	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 36 (to 862)
0x18f2ff	0x80076dec	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	867	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 5 (to 867)
0x18f305	0x80076df4	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	873	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 6 (to 873)
0x18f30b	0x80076e04	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	874	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 874)
0x18f310	0x80076e04	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	874	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 874)
0x18f316	0x80076e04	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	875	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 875)
0x18f31b	0x80076e04	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	875	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 875)
0x18f321	0x80076e14	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	878	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 3 (to 878)
0x18f327	0x80076e28	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	881	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 3 (to 881)
0x18f32d	0x80076e34	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	884	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 3 (to 884)
0x18f333	0x80076e4c	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	889	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 5 (to 889)
0x18f339	0x80076eac	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	890	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 890)
0x18f33e	0x80076eac	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	890	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 890)
0x18f344	0x80076ebc	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	892	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 892)
0x18f34a	0x80076edc	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	894	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 894)
0x18f350	0x80076ee4	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	895	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 895)
0x18f355	0x80076ee4	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	895	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 895)
0x18f35b	0x80076efc	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	898	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 3 (to 898)
0x18f361	0x80076efc	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	899	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 899)
0x18f366	0x80076efc	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	899	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 899)
0x18f36c	0x80076f04	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	900	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 900)
0x18f371	0x80076f04	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	900	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 900)
0x18f377	0x80076f04	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	903	AudioCmn_Reset__Fv	0x80076bec	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 3 (to 903)
0x18f37d	0x80076f44	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	903	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 903)
0x18f383	0x80076f44	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	911	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 8 (to 911)
0x18f389	0x80076f44	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	911	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 911)
0x18f38f	0x80076f54	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	913	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 913)
0x18f395	0x80076f5c	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	914	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 914)
0x18f39a	0x80076f5c	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	914	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 914)
0x18f3a0	0x80076f64	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	915	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 915)
0x18f3a5	0x80076f64	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	915	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 915)
0x18f3ab	0x80076f6c	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	917	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 917)
0x18f3b1	0x80076f78	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	918	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 918)
0x18f3b6	0x80076f78	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	918	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 918)
0x18f3bc	0x80076f7c	0x86	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	917	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Set SLD linenum to 917
0x18f3c5	0x80076f80	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	918	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 918)
0x18f3ca	0x80076f80	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	918	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 918)
0x18f3d0	0x80076f84	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	919	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 919)
0x18f3d5	0x80076f84	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	919	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 919)
0x18f3db	0x80076f8c	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	920	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 920)
0x18f3e0	0x80076f8c	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	920	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 920)
0x18f3e6	0x80076f94	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	922	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 922)
0x18f3ec	0x80076f9c	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	924	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 924)
0x18f3f2	0x80076fac	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	926	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 926)
0x18f3f8	0x80076fb4	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	927	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 927)
0x18f3fd	0x80076fb4	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	927	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 927)
0x18f403	0x80076fb8	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	928	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 928)
0x18f408	0x80076fb8	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	928	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 928)
0x18f40e	0x80076fbc	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	930	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 930)
0x18f414	0x80076fcc	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	931	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 931)
0x18f419	0x80076fcc	0x82	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	931	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 931)
0x18f41f	0x80076fd4	0x80	C:\nfs4\GAME\COMMON\AUDIOCMN.CPP	932	AudioCmn_DeInit__Fv	0x80076f44	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 932)
