record_offset	va	opcode	sld_file	sld_line	function	function_va	match_status	disposition	decoded_body
0x02503d	0x80054d90	0x88	C:\NFS4\FRONTEND\PSX\ADDRESS.ASM	11			OUTSIDE_FUNCTION	NONFUNCTION_SLD_REVIEW	Set SLD to line 11 of file C:\NFS4\FRONTEND\PSX\ADDRESS.ASM
0x025067	0x80054d90	0x80	C:\NFS4\FRONTEND\PSX\ADDRESS.ASM	12			OUTSIDE_FUNCTION	NONFUNCTION_SLD_REVIEW	Inc SLD linenum (to 12)
0x02506c	0x80054d90	0x82	C:\NFS4\FRONTEND\PSX\ADDRESS.ASM	12			OUTSIDE_FUNCTION	NONFUNCTION_SLD_REVIEW	Inc SLD linenum by byte 0 (to 12)
0x025072	0x80054d90	0x80	C:\NFS4\FRONTEND\PSX\ADDRESS.ASM	13			OUTSIDE_FUNCTION	NONFUNCTION_SLD_REVIEW	Inc SLD linenum (to 13)
0x025077	0x80054d90	0x82	C:\NFS4\FRONTEND\PSX\ADDRESS.ASM	13			OUTSIDE_FUNCTION	NONFUNCTION_SLD_REVIEW	Inc SLD linenum by byte 0 (to 13)
0x02507d	0x80054d94	0x80	C:\NFS4\FRONTEND\PSX\ADDRESS.ASM	14			OUTSIDE_FUNCTION	NONFUNCTION_SLD_REVIEW	Inc SLD linenum (to 14)
0x025082	0x80054d94	0x82	C:\NFS4\FRONTEND\PSX\ADDRESS.ASM	14			OUTSIDE_FUNCTION	NONFUNCTION_SLD_REVIEW	Inc SLD linenum by byte 0 (to 14)
0x025088	0x80054d98	0x80	C:\NFS4\FRONTEND\PSX\ADDRESS.ASM	15			OUTSIDE_FUNCTION	NONFUNCTION_SLD_REVIEW	Inc SLD linenum (to 15)
0x02508d	0x80054d98	0x82	C:\NFS4\FRONTEND\PSX\ADDRESS.ASM	15			OUTSIDE_FUNCTION	NONFUNCTION_SLD_REVIEW	Inc SLD linenum by byte 0 (to 15)
0x025093	0x80054d98	0x80	C:\NFS4\FRONTEND\PSX\ADDRESS.ASM	16			OUTSIDE_FUNCTION	NONFUNCTION_SLD_REVIEW	Inc SLD linenum (to 16)
0x025098	0x80054d98	0x82	C:\NFS4\FRONTEND\PSX\ADDRESS.ASM	16			OUTSIDE_FUNCTION	NONFUNCTION_SLD_REVIEW	Inc SLD linenum by byte 0 (to 16)
0x02509e	0x80054d98	0x8a	C:\NFS4\FRONTEND\PSX\ADDRESS.ASM	16			OUTSIDE_FUNCTION	NONFUNCTION_SLD_REVIEW	End SLD info
0x02f670	0x8005797c	0x88	C:\nfs4\GAME\COMMON\AI.CPP	135	AI_StartUp__Fv	0x8005797c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Set SLD to line 135 of file C:\nfs4\GAME\COMMON\AI.CPP
0x02f694	0x8005797c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	135	AI_StartUp__Fv	0x8005797c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 135)
0x02f69a	0x8005797c	0x80	C:\nfs4\GAME\COMMON\AI.CPP	136	AI_StartUp__Fv	0x8005797c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 136)
0x02f69f	0x8005797c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	136	AI_StartUp__Fv	0x8005797c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 136)
0x02f6a5	0x80057984	0x82	C:\nfs4\GAME\COMMON\AI.CPP	136	AI_CleanUp__Fv	0x80057984	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 136)
0x02f6ab	0x80057984	0x82	C:\nfs4\GAME\COMMON\AI.CPP	138	AI_CleanUp__Fv	0x80057984	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 138)
0x02f6b1	0x80057984	0x82	C:\nfs4\GAME\COMMON\AI.CPP	138	AI_CleanUp__Fv	0x80057984	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 138)
0x02f6b7	0x80057984	0x80	C:\nfs4\GAME\COMMON\AI.CPP	139	AI_CleanUp__Fv	0x80057984	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 139)
0x02f6bc	0x80057984	0x82	C:\nfs4\GAME\COMMON\AI.CPP	139	AI_CleanUp__Fv	0x80057984	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 139)
0x02f6c2	0x8005798c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	139	AI_Main_OverallSetup__Fv	0x8005798c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 139)
0x02f6c8	0x8005798c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	157	AI_Main_OverallSetup__Fv	0x8005798c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 18 (to 157)
0x02f6ce	0x8005798c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	157	AI_Main_OverallSetup__Fv	0x8005798c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 157)
0x02f6d4	0x8005798c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	162	AI_Main_OverallSetup__Fv	0x8005798c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 5 (to 162)
0x02f6da	0x80057994	0x82	C:\nfs4\GAME\COMMON\AI.CPP	162	AI_CarAvoidance__FP8Car_tObj	0x80057994	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 162)
0x02f6e0	0x80057994	0x82	C:\nfs4\GAME\COMMON\AI.CPP	169	AI_CarAvoidance__FP8Car_tObj	0x80057994	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 7 (to 169)
0x02f6e6	0x80057994	0x82	C:\nfs4\GAME\COMMON\AI.CPP	169	AI_CarAvoidance__FP8Car_tObj	0x80057994	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 169)
0x02f6ec	0x8005799c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	169	AI_CarAvoidance__FP8Car_tObj	0x80057994	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 169)
0x02f6f2	0x800579a0	0x80	C:\nfs4\GAME\COMMON\AI.CPP	170	AI_CarAvoidance__FP8Car_tObj	0x80057994	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 170)
0x02f6f7	0x800579a0	0x82	C:\nfs4\GAME\COMMON\AI.CPP	170	AI_CarAvoidance__FP8Car_tObj	0x80057994	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 170)
0x02f6fd	0x800579a8	0x80	C:\nfs4\GAME\COMMON\AI.CPP	171	AI_CarAvoidance__FP8Car_tObj	0x80057994	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 171)
0x02f702	0x800579a8	0x82	C:\nfs4\GAME\COMMON\AI.CPP	171	AI_CarAvoidance__FP8Car_tObj	0x80057994	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 171)
0x02f708	0x800579b0	0x80	C:\nfs4\GAME\COMMON\AI.CPP	172	AI_CarAvoidance__FP8Car_tObj	0x80057994	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 172)
0x02f70d	0x800579b0	0x82	C:\nfs4\GAME\COMMON\AI.CPP	172	AI_CarAvoidance__FP8Car_tObj	0x80057994	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 172)
0x02f713	0x800579b8	0x80	C:\nfs4\GAME\COMMON\AI.CPP	173	AI_CarAvoidance__FP8Car_tObj	0x80057994	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 173)
0x02f718	0x800579b8	0x82	C:\nfs4\GAME\COMMON\AI.CPP	173	AI_CarAvoidance__FP8Car_tObj	0x80057994	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 173)
0x02f71e	0x800579c0	0x80	C:\nfs4\GAME\COMMON\AI.CPP	174	AI_CarAvoidance__FP8Car_tObj	0x80057994	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 174)
0x02f723	0x800579c0	0x82	C:\nfs4\GAME\COMMON\AI.CPP	174	AI_CarAvoidance__FP8Car_tObj	0x80057994	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 174)
0x02f729	0x800579d8	0x82	C:\nfs4\GAME\COMMON\AI.CPP	174	AI_WorldAvoidance__FP8Car_tObj	0x800579d8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 174)
0x02f72f	0x800579d8	0x82	C:\nfs4\GAME\COMMON\AI.CPP	183	AI_WorldAvoidance__FP8Car_tObj	0x800579d8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 9 (to 183)
0x02f735	0x800579d8	0x82	C:\nfs4\GAME\COMMON\AI.CPP	183	AI_WorldAvoidance__FP8Car_tObj	0x800579d8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 183)
0x02f73b	0x800579e0	0x82	C:\nfs4\GAME\COMMON\AI.CPP	183	AI_WorldAvoidance__FP8Car_tObj	0x800579d8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 183)
0x02f741	0x800579e4	0x80	C:\nfs4\GAME\COMMON\AI.CPP	184	AI_WorldAvoidance__FP8Car_tObj	0x800579d8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 184)
0x02f746	0x800579e4	0x82	C:\nfs4\GAME\COMMON\AI.CPP	184	AI_WorldAvoidance__FP8Car_tObj	0x800579d8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 184)
0x02f74c	0x800579ec	0x80	C:\nfs4\GAME\COMMON\AI.CPP	185	AI_WorldAvoidance__FP8Car_tObj	0x800579d8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 185)
0x02f751	0x800579ec	0x82	C:\nfs4\GAME\COMMON\AI.CPP	185	AI_WorldAvoidance__FP8Car_tObj	0x800579d8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 185)
0x02f757	0x800579f4	0x80	C:\nfs4\GAME\COMMON\AI.CPP	186	AI_WorldAvoidance__FP8Car_tObj	0x800579d8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 186)
0x02f75c	0x800579f4	0x82	C:\nfs4\GAME\COMMON\AI.CPP	186	AI_WorldAvoidance__FP8Car_tObj	0x800579d8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 186)
0x02f762	0x800579fc	0x80	C:\nfs4\GAME\COMMON\AI.CPP	187	AI_WorldAvoidance__FP8Car_tObj	0x800579d8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 187)
0x02f767	0x800579fc	0x82	C:\nfs4\GAME\COMMON\AI.CPP	187	AI_WorldAvoidance__FP8Car_tObj	0x800579d8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 187)
0x02f76d	0x80057a04	0x80	C:\nfs4\GAME\COMMON\AI.CPP	188	AI_WorldAvoidance__FP8Car_tObj	0x800579d8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 188)
0x02f772	0x80057a04	0x82	C:\nfs4\GAME\COMMON\AI.CPP	188	AI_WorldAvoidance__FP8Car_tObj	0x800579d8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 188)
0x02f778	0x80057a0c	0x80	C:\nfs4\GAME\COMMON\AI.CPP	189	AI_WorldAvoidance__FP8Car_tObj	0x800579d8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 189)
0x02f77d	0x80057a0c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	189	AI_WorldAvoidance__FP8Car_tObj	0x800579d8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 189)
0x02f783	0x80057a24	0x82	C:\nfs4\GAME\COMMON\AI.CPP	189	AI_InitAIInfo__FP8Car_tObj	0x80057a24	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 189)
0x02f789	0x80057a24	0x82	C:\nfs4\GAME\COMMON\AI.CPP	196	AI_InitAIInfo__FP8Car_tObj	0x80057a24	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 7 (to 196)
0x02f78f	0x80057a24	0x82	C:\nfs4\GAME\COMMON\AI.CPP	196	AI_InitAIInfo__FP8Car_tObj	0x80057a24	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 196)
0x02f795	0x80057a28	0x82	C:\nfs4\GAME\COMMON\AI.CPP	198	AI_InitAIInfo__FP8Car_tObj	0x80057a24	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 198)
0x02f79b	0x80057a2c	0x86	C:\nfs4\GAME\COMMON\AI.CPP	196	AI_InitAIInfo__FP8Car_tObj	0x80057a24	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Set SLD linenum to 196
0x02f7a4	0x80057a30	0x82	C:\nfs4\GAME\COMMON\AI.CPP	198	AI_InitAIInfo__FP8Car_tObj	0x80057a24	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 198)
0x02f7aa	0x80057a34	0x86	C:\nfs4\GAME\COMMON\AI.CPP	196	AI_InitAIInfo__FP8Car_tObj	0x80057a24	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Set SLD linenum to 196
0x02f7b3	0x80057a38	0x82	C:\nfs4\GAME\COMMON\AI.CPP	198	AI_InitAIInfo__FP8Car_tObj	0x80057a24	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 198)
0x02f7b9	0x80057a44	0x80	C:\nfs4\GAME\COMMON\AI.CPP	199	AI_InitAIInfo__FP8Car_tObj	0x80057a24	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 199)
0x02f7be	0x80057a44	0x82	C:\nfs4\GAME\COMMON\AI.CPP	199	AI_InitAIInfo__FP8Car_tObj	0x80057a24	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 199)
0x02f7c4	0x80057a4c	0x80	C:\nfs4\GAME\COMMON\AI.CPP	200	AI_InitAIInfo__FP8Car_tObj	0x80057a24	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 200)
0x02f7c9	0x80057a4c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	200	AI_InitAIInfo__FP8Car_tObj	0x80057a24	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 200)
0x02f7cf	0x80057a58	0x80	C:\nfs4\GAME\COMMON\AI.CPP	201	AI_InitAIInfo__FP8Car_tObj	0x80057a24	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 201)
0x02f7d4	0x80057a58	0x82	C:\nfs4\GAME\COMMON\AI.CPP	201	AI_InitAIInfo__FP8Car_tObj	0x80057a24	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 201)
0x02f7da	0x80057a6c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	201	AI_GenericBeginCycle__FP8Car_tObj	0x80057a6c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 201)
0x02f7e0	0x80057a6c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	226	AI_GenericBeginCycle__FP8Car_tObj	0x80057a6c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 25 (to 226)
0x02f7e6	0x80057a6c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	226	AI_GenericBeginCycle__FP8Car_tObj	0x80057a6c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 226)
0x02f7ec	0x80057a74	0x82	C:\nfs4\GAME\COMMON\AI.CPP	230	AI_GenericBeginCycle__FP8Car_tObj	0x80057a6c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 4 (to 230)
0x02f7f2	0x80057a7c	0x80	C:\nfs4\GAME\COMMON\AI.CPP	231	AI_GenericBeginCycle__FP8Car_tObj	0x80057a6c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 231)
0x02f7f7	0x80057a7c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	231	AI_GenericBeginCycle__FP8Car_tObj	0x80057a6c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 231)
0x02f7fd	0x80057a94	0x82	C:\nfs4\GAME\COMMON\AI.CPP	231	AI_GenericCycle__FP8Car_tObj	0x80057a94	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 231)
0x02f803	0x80057a94	0x82	C:\nfs4\GAME\COMMON\AI.CPP	253	AI_GenericCycle__FP8Car_tObj	0x80057a94	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 22 (to 253)
0x02f809	0x80057a94	0x82	C:\nfs4\GAME\COMMON\AI.CPP	253	AI_GenericCycle__FP8Car_tObj	0x80057a94	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 253)
0x02f80f	0x80057a9c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	253	AI_GenericCycle__FP8Car_tObj	0x80057a94	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 253)
0x02f815	0x80057aa0	0x82	C:\nfs4\GAME\COMMON\AI.CPP	260	AI_GenericCycle__FP8Car_tObj	0x80057a94	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 7 (to 260)
0x02f81b	0x80057aa8	0x80	C:\nfs4\GAME\COMMON\AI.CPP	261	AI_GenericCycle__FP8Car_tObj	0x80057a94	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 261)
0x02f820	0x80057aa8	0x82	C:\nfs4\GAME\COMMON\AI.CPP	261	AI_GenericCycle__FP8Car_tObj	0x80057a94	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 261)
0x02f826	0x80057ab0	0x80	C:\nfs4\GAME\COMMON\AI.CPP	262	AI_GenericCycle__FP8Car_tObj	0x80057a94	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 262)
0x02f82b	0x80057ab0	0x82	C:\nfs4\GAME\COMMON\AI.CPP	262	AI_GenericCycle__FP8Car_tObj	0x80057a94	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 262)
0x02f831	0x80057ab8	0x80	C:\nfs4\GAME\COMMON\AI.CPP	263	AI_GenericCycle__FP8Car_tObj	0x80057a94	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 263)
0x02f836	0x80057ab8	0x82	C:\nfs4\GAME\COMMON\AI.CPP	263	AI_GenericCycle__FP8Car_tObj	0x80057a94	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 263)
0x02f83c	0x80057ac0	0x80	C:\nfs4\GAME\COMMON\AI.CPP	264	AI_GenericCycle__FP8Car_tObj	0x80057a94	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 264)
0x02f841	0x80057ac0	0x82	C:\nfs4\GAME\COMMON\AI.CPP	264	AI_GenericCycle__FP8Car_tObj	0x80057a94	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 264)
0x02f847	0x80057ac8	0x82	C:\nfs4\GAME\COMMON\AI.CPP	266	AI_GenericCycle__FP8Car_tObj	0x80057a94	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 266)
0x02f84d	0x80057ad0	0x82	C:\nfs4\GAME\COMMON\AI.CPP	268	AI_GenericCycle__FP8Car_tObj	0x80057a94	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 268)
0x02f853	0x80057ae8	0x82	C:\nfs4\GAME\COMMON\AI.CPP	268	AI_GenericEndCycle__FP8Car_tObj	0x80057ae8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 268)
0x02f859	0x80057ae8	0x82	C:\nfs4\GAME\COMMON\AI.CPP	276	AI_GenericEndCycle__FP8Car_tObj	0x80057ae8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 8 (to 276)
0x02f85f	0x80057ae8	0x82	C:\nfs4\GAME\COMMON\AI.CPP	276	AI_GenericEndCycle__FP8Car_tObj	0x80057ae8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 276)
0x02f865	0x80057af0	0x82	C:\nfs4\GAME\COMMON\AI.CPP	276	AI_GenericEndCycle__FP8Car_tObj	0x80057ae8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 276)
0x02f86b	0x80057af4	0x82	C:\nfs4\GAME\COMMON\AI.CPP	280	AI_GenericEndCycle__FP8Car_tObj	0x80057ae8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 4 (to 280)
0x02f871	0x80057afc	0x80	C:\nfs4\GAME\COMMON\AI.CPP	281	AI_GenericEndCycle__FP8Car_tObj	0x80057ae8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 281)
0x02f876	0x80057afc	0x82	C:\nfs4\GAME\COMMON\AI.CPP	281	AI_GenericEndCycle__FP8Car_tObj	0x80057ae8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 281)
0x02f87c	0x80057b04	0x80	C:\nfs4\GAME\COMMON\AI.CPP	282	AI_GenericEndCycle__FP8Car_tObj	0x80057ae8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 282)
0x02f881	0x80057b04	0x82	C:\nfs4\GAME\COMMON\AI.CPP	282	AI_GenericEndCycle__FP8Car_tObj	0x80057ae8	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 282)
0x02f887	0x80057b1c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	282	AI_TargetLane__FP8Car_tObji	0x80057b1c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 282)
0x02f88d	0x80057b1c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	322	AI_TargetLane__FP8Car_tObji	0x80057b1c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 40 (to 322)
0x02f893	0x80057b1c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	322	AI_TargetLane__FP8Car_tObji	0x80057b1c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 322)
0x02f899	0x80057b1c	0x80	C:\nfs4\GAME\COMMON\AI.CPP	323	AI_TargetLane__FP8Car_tObji	0x80057b1c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 323)
0x02f89e	0x80057b1c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	323	AI_TargetLane__FP8Car_tObji	0x80057b1c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 323)
0x02f8a4	0x80057b30	0x82	C:\nfs4\GAME\COMMON\AI.CPP	328	AI_TargetLane__FP8Car_tObji	0x80057b1c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 5 (to 328)
0x02f8aa	0x80057b4c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	330	AI_TargetLane__FP8Car_tObji	0x80057b1c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 330)
0x02f8b0	0x80057b54	0x82	C:\nfs4\GAME\COMMON\AI.CPP	335	AI_TargetLane__FP8Car_tObji	0x80057b1c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 5 (to 335)
0x02f8b6	0x80057b6c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	335	AI_ClearLaneMerits__Fv	0x80057b6c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 335)
0x02f8bc	0x80057b6c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	345	AI_ClearLaneMerits__Fv	0x80057b6c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 10 (to 345)
0x02f8c2	0x80057b6c	0x82	C:\nfs4\GAME\COMMON\AI.CPP	345	AI_ClearLaneMerits__Fv	0x80057b6c	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 345)
